item,related,confidence,lift
['frankfurter'],['fruit/vegetable juice'],0.089655172,1.240166836
['frankfurter'],['white bread'],0.087931034,2.088893053
['frankfurter'],"['tropical fruit', 'whole milk']",0.087931034,2.078850298
['frankfurter'],['coffee'],0.086206897,1.48484208
['frankfurter'],['frozen vegetables'],0.086206897,1.792483779
['frankfurter'],"['root vegetables', 'whole milk']",0.086206897,1.762671159
['frozen meals'],['whole milk'],0.347670251,1.360659338
['frozen meals'],['other vegetables'],0.265232975,1.37076527
['frozen meals'],['soda'],0.218637993,1.253821959
['frozen meals'],['yogurt'],0.218637993,1.567277449
['frozen meals'],['tropical fruit'],0.193548387,1.844523631
"['frozen vegetables', 'other vegetables']",['whole milk'],0.542857143,2.124552328
"['frozen vegetables', 'other vegetables']",['root vegetables'],0.342857143,3.145522388
"['frozen vegetables', 'other vegetables']",['yogurt'],0.297142857,2.130029155
"['frozen vegetables', 'rolls/buns']",['whole milk'],0.5,1.956824513
"['frozen vegetables', 'root vegetables']",['whole milk'],0.535087719,2.094145531
"['frozen vegetables', 'root vegetables']",['other vegetables'],0.526315789,2.720081865
"['frozen vegetables', 'whole milk']",['other vegetables'],0.472636816,2.44266058
"['frozen vegetables', 'whole milk']",['root vegetables'],0.303482587,2.784282877
"['frozen vegetables', 'whole milk']",['yogurt'],0.298507463,2.139811148
"['frozen vegetables', 'whole milk']",['rolls/buns'],0.248756219,1.352414269
"['frozen vegetables', 'yogurt']",['whole milk'],0.491803279,1.924745422
"['frozen vegetables', 'yogurt']",['other vegetables'],0.426229508,2.202820396
['frozen vegetables'],['whole milk'],0.424947146,1.663093983
['frozen vegetables'],['other vegetables'],0.369978858,1.912108288
['frozen vegetables'],['yogurt'],0.257928118,1.848923502
['frozen vegetables'],['root vegetables'],0.241014799,2.211175886
['frozen vegetables'],['rolls/buns'],0.21141649,1.149409167
['frozen vegetables'],"['other vegetables', 'whole milk']",0.200845666,2.683854789
['frozen vegetables'],['tropical fruit'],0.181818182,1.73273432
['frozen vegetables'],['soda'],0.179704017,1.030547526
['frozen vegetables'],['whipped/sour cream'],0.164904863,2.30048131
['frozen vegetables'],['fruit/vegetable juice'],0.162790698,2.251823504
['frozen vegetables'],['pip fruit'],0.152219873,2.012207597
['frozen vegetables'],['chicken'],0.139534884,3.251956354
['frozen vegetables'],['citrus fruit'],0.137420719,1.660359668
['frozen vegetables'],['pork'],0.133192389,2.310312427
['frozen vegetables'],['bottled water'],0.128964059,1.166845927
['frozen vegetables'],"['root vegetables', 'whole milk']",0.128964059,2.636926242
['frozen vegetables'],"['other vegetables', 'root vegetables']",0.126849894,2.677186074
['frozen vegetables'],"['whole milk', 'yogurt']",0.126849894,2.264190037
['frozen vegetables'],['sausage'],0.124735729,1.327679544
['frozen vegetables'],['butter'],0.1205074,2.174661055
['frozen vegetables'],"['other vegetables', 'yogurt']",0.109936575,2.532145704
['frozen vegetables'],['domestic eggs'],0.10782241,1.699412506
['frozen vegetables'],['frankfurter'],0.105708245,1.792483779
['frozen vegetables'],['margarine'],0.105708245,1.804931583
['frozen vegetables'],"['rolls/buns', 'whole milk']",0.105708245,1.866500165
"['fruit/vegetable juice', 'other vegetables', 'whole milk']",['yogurt'],0.485436893,3.479789974
"['fruit/vegetable juice', 'other vegetables', 'yogurt']",['whole milk'],0.617283951,2.415832732
"['fruit/vegetable juice', 'other vegetables']",['whole milk'],0.497584541,1.947371254
"['fruit/vegetable juice', 'other vegetables']",['yogurt'],0.391304348,2.80501331
"['fruit/vegetable juice', 'other vegetables']",['root vegetables'],0.314009662,2.880862896
"['fruit/vegetable juice', 'other vegetables']",['tropical fruit'],0.314009662,2.992524248
"['fruit/vegetable juice', 'other vegetables']","['whole milk', 'yogurt']",0.241545894,4.311440771
"['fruit/vegetable juice', 'rolls/buns']",['whole milk'],0.384615385,1.505249625
"['fruit/vegetable juice', 'root vegetables']",['other vegetables'],0.550847458,2.846865342
"['fruit/vegetable juice', 'root vegetables']",['whole milk'],0.542372881,2.122657098
"['fruit/vegetable juice', 'soda']",['whole milk'],0.331491713,1.297342218
"['fruit/vegetable juice', 'soda']",['bottled water'],0.281767956,2.549390842
"['fruit/vegetable juice', 'soda']",['yogurt'],0.276243094,1.980211974
"['fruit/vegetable juice', 'tropical fruit']",['other vegetables'],0.481481481,2.488371188
"['fruit/vegetable juice', 'tropical fruit']",['whole milk'],0.437037037,1.710409574
"['fruit/vegetable juice', 'whole milk', 'yogurt']",['other vegetables'],0.537634409,2.778578249
"['fruit/vegetable juice', 'whole milk']",['other vegetables'],0.393129771,2.031755805
"['fruit/vegetable juice', 'whole milk']",['yogurt'],0.354961832,2.544496806
"['fruit/vegetable juice', 'whole milk']",['root vegetables'],0.244274809,2.241084653
"['fruit/vegetable juice', 'whole milk']",['soda'],0.229007634,1.313288674
"['fruit/vegetable juice', 'whole milk']",['tropical fruit'],0.22519084,2.146077431
"['fruit/vegetable juice', 'whole milk']",['bottled water'],0.217557252,1.96842279
"['fruit/vegetable juice', 'whole milk']",['rolls/buns'],0.209923664,1.14129311
"['fruit/vegetable juice', 'whole milk']","['other vegetables', 'yogurt']",0.190839695,4.395570016
"['fruit/vegetable juice', 'yogurt']",['whole milk'],0.505434783,1.978094344
"['fruit/vegetable juice', 'yogurt']",['other vegetables'],0.440217391,2.275111951
"['fruit/vegetable juice', 'yogurt']",['soda'],0.27173913,1.558340728
"['fruit/vegetable juice', 'yogurt']","['other vegetables', 'whole milk']",0.27173913,3.631187973
['fruit/vegetable juice'],['whole milk'],0.368495077,1.4421604
['fruit/vegetable juice'],['other vegetables'],0.291139241,1.50465288
['fruit/vegetable juice'],['yogurt'],0.258790436,1.855104911
['fruit/vegetable juice'],['soda'],0.254571027,1.459886908
['fruit/vegetable juice'],['rolls/buns'],0.201125176,1.093458322
['fruit/vegetable juice'],['bottled water'],0.196905767,1.781571494
['fruit/vegetable juice'],['tropical fruit'],0.189873418,1.80950103
['fruit/vegetable juice'],['root vegetables'],0.165963432,1.522621597
['fruit/vegetable juice'],['shopping bags'],0.147679325,1.498891806
['fruit/vegetable juice'],"['other vegetables', 'whole milk']",0.144866385,1.93581644
['fruit/vegetable juice'],['citrus fruit'],0.143459916,1.733327113
['fruit/vegetable juice'],['sausage'],0.139240506,1.482067511
['fruit/vegetable juice'],['pip fruit'],0.132208158,1.747671007
['fruit/vegetable juice'],"['whole milk', 'yogurt']",0.130801688,2.33472704
['fruit/vegetable juice'],['whipped/sour cream'],0.125175809,1.74624692
['fruit/vegetable juice'],['pastry'],0.11814346,1.327932489
['fruit/vegetable juice'],['brown bread'],0.11533052,1.777861549
['fruit/vegetable juice'],['newspapers'],0.113924051,1.427315972
['fruit/vegetable juice'],"['other vegetables', 'yogurt']",0.113924051,2.623988379
['fruit/vegetable juice'],['butter'],0.111111111,2.00509684
['fruit/vegetable juice'],['domestic eggs'],0.111111111,1.751246439
['fruit/vegetable juice'],['frozen vegetables'],0.108298172,2.251823504
['fruit/vegetable juice'],['white bread'],0.102672293,2.43908695
['fruit/vegetable juice'],['bottled beer'],0.097046414,1.205115501
['fruit/vegetable juice'],['napkins'],0.095639944,1.826444363
['fruit/vegetable juice'],['chocolate'],0.094233474,1.899152083
['fruit/vegetable juice'],"['other vegetables', 'root vegetables']",0.091420534,1.929444112
['fruit/vegetable juice'],"['other vegetables', 'tropical fruit']",0.091420534,2.547084862
['fruit/vegetable juice'],"['root vegetables', 'whole milk']",0.090014065,1.840516271
['fruit/vegetable juice'],['long life bakery product'],0.085794655,2.292908793
['fruit/vegetable juice'],['margarine'],0.085794655,1.464913951
['fruit/vegetable juice'],"['soda', 'whole milk']",0.084388186,2.106491893
['fruit/vegetable juice'],['coffee'],0.082981716,1.429291026
['fruit/vegetable juice'],['dessert'],0.082981716,2.235959386
['fruit/vegetable juice'],['salty snack'],0.082981716,2.193884881
['fruit/vegetable juice'],"['tropical fruit', 'whole milk']",0.082981716,1.961839365
['fruit/vegetable juice'],"['bottled water', 'whole milk']",0.080168776,2.332721644
['fruit/vegetable juice'],['cream cheese'],0.078762307,1.986223809
['fruit/vegetable juice'],"['rolls/buns', 'whole milk']",0.077355837,1.365879094
['fruit/vegetable juice'],['frankfurter'],0.073136428,1.240166836
['fruit/vegetable juice'],"['bottled water', 'soda']",0.071729958,2.475312754
['fruit/vegetable juice'],['beef'],0.070323488,1.340371134
['fruit/vegetable juice'],"['soda', 'yogurt']",0.070323488,2.571120836
['fruit/vegetable juice'],"['other vegetables', 'whole milk', 'yogurt']",0.070323488,3.158134726
['grapes'],['other vegetables'],0.404545455,2.090753834
['grapes'],['whole milk'],0.327272727,1.28083059
['grapes'],['tropical fruit'],0.272727273,2.59910148
['ham'],['whole milk'],0.44140625,1.72750914
['ham'],['other vegetables'],0.3515625,1.816929683
['ham'],['rolls/buns'],0.265625,1.444124862
['ham'],['yogurt'],0.2578125,1.848094707
['ham'],['tropical fruit'],0.20703125,1.973015837
['ham'],['white bread'],0.1953125,4.639851298
"['hamburger meat', 'other vegetables']",['whole milk'],0.455882353,1.784163526
"['hamburger meat', 'whole milk']",['other vegetables'],0.427586207,2.209832026
['hamburger meat'],['whole milk'],0.443425076,1.735410118
['hamburger meat'],['other vegetables'],0.415902141,2.149446954
['hamburger meat'],['rolls/buns'],0.259938838,1.413210874
['hamburger meat'],['yogurt'],0.195718654,1.402983212
['hamburger meat'],"['other vegetables', 'whole milk']",0.189602446,2.533614214
['hamburger meat'],['root vegetables'],0.186544343,1.711439933
['hamburger meat'],['soda'],0.174311927,0.999625538
['hamburger meat'],['sausage'],0.155963303,1.660063942
['hard cheese'],['whole milk'],0.410788382,1.60768155
['hard cheese'],['other vegetables'],0.385892116,1.99435048
['hard cheese'],['yogurt'],0.261410788,1.87388856
['hard cheese'],['rolls/buns'],0.2406639,1.308418718
['hard cheese'],['root vegetables'],0.228215768,2.093751935
['hard cheese'],['sausage'],0.211618257,2.252451905
['herbs'],['other vegetables'],0.475,2.454873883
['herbs'],['whole milk'],0.475,1.858983287
['herbs'],['root vegetables'],0.43125,3.956477379
"['hygiene articles', 'other vegetables']",['whole milk'],0.542553191,2.123362769
"['hygiene articles', 'whole milk']",['other vegetables'],0.404761905,2.091872482
['hygiene articles'],['whole milk'],0.388888889,1.521974621
['hygiene articles'],['other vegetables'],0.290123457,1.499403152
['hygiene articles'],['yogurt'],0.222222222,1.592970522
['hygiene articles'],['soda'],0.212962963,1.2212774
['hygiene articles'],['tropical fruit'],0.203703704,1.941304192
['hygiene articles'],['napkins'],0.185185185,3.536497663
['hygiene articles'],['rolls/buns'],0.179012346,0.97323738
['hygiene articles'],['bottled water'],0.172839506,1.563823867
['hygiene articles'],['root vegetables'],0.163580247,1.500757209
['hygiene articles'],['citrus fruit'],0.160493827,1.939136106
['hygiene articles'],['shopping bags'],0.157407407,1.59762833
['hygiene articles'],"['other vegetables', 'whole milk']",0.157407407,2.103399255
['ice cream'],['soda'],0.243902439,1.398705824
['ice cream'],['whole milk'],0.235772358,0.922730258
['ice cream'],['other vegetables'],0.203252033,1.050438119
"['long life bakery product', 'other vegetables']",['whole milk'],0.533333333,2.08727948
"['long life bakery product', 'whole milk']",['other vegetables'],0.421052632,2.176065492
['long life bakery product'],['whole milk'],0.361413043,1.414443805
['long life bakery product'],['other vegetables'],0.285326087,1.474609598
['long life bakery product'],['yogurt'],0.233695652,1.675216282
['long life bakery product'],['rolls/buns'],0.211956522,1.152345158
['long life bakery product'],['soda'],0.203804348,1.168755546
['long life bakery product'],['tropical fruit'],0.168478261,1.605604356
['long life bakery product'],['fruit/vegetable juice'],0.16576087,2.292908793
['long life bakery product'],['pastry'],0.157608696,1.771521739
['long life bakery product'],['whipped/sour cream'],0.154891304,2.160788622
['long life bakery product'],"['other vegetables', 'whole milk']",0.152173913,2.033465265
['long life bakery product'],['sausage'],0.144021739,1.532958663
['long life bakery product'],['shopping bags'],0.144021739,1.461768632
['long life bakery product'],['chocolate'],0.141304348,2.847803813
['long life bakery product'],['root vegetables'],0.141304348,1.296388303
"['margarine', 'other vegetables']",['whole milk'],0.469072165,1.835783821
"['margarine', 'other vegetables']",['root vegetables'],0.298969072,2.742873904
"['margarine', 'other vegetables']",['yogurt'],0.288659794,2.06921944
"['margarine', 'other vegetables']",['rolls/buns'],0.262886598,1.429236977
"['margarine', 'rolls/buns']",['whole milk'],0.537931034,2.105273269
"['margarine', 'rolls/buns']",['other vegetables'],0.351724138,1.817765053
"['margarine', 'root vegetables']",['other vegetables'],0.532110092,2.750027721
"['margarine', 'whole milk']",['other vegetables'],0.382352941,1.976059473
"['margarine', 'whole milk']",['rolls/buns'],0.327731092,1.781777388
"['margarine', 'whole milk']",['yogurt'],0.289915966,2.078224147
"['margarine', 'whole milk']",['domestic eggs'],0.214285714,3.377403846
"['margarine', 'yogurt']",['whole milk'],0.492857143,1.928869877
"['margarine', 'yogurt']",['other vegetables'],0.4,2.067262218
['margarine'],['whole milk'],0.413194444,1.617098035
['margarine'],['other vegetables'],0.336805556,1.740663499
['margarine'],['rolls/buns'],0.251736111,1.368615065
['margarine'],['yogurt'],0.243055556,1.742311508
['margarine'],['root vegetables'],0.189236111,1.736135404
['margarine'],['bottled water'],0.175347222,1.586513276
['margarine'],['soda'],0.173611111,0.995606576
['margarine'],['tropical fruit'],0.159722222,1.522158969
['margarine'],"['other vegetables', 'whole milk']",0.157986111,2.111132341
['margarine'],['pip fruit'],0.145833333,1.927783378
['margarine'],['domestic eggs'],0.142361111,2.2437845
['margarine'],['citrus fruit'],0.135416667,1.636146089
['margarine'],"['rolls/buns', 'whole milk']",0.135416667,2.391064482
['margarine'],['newspapers'],0.121527778,1.522580502
['margarine'],['sausage'],0.121527778,1.293534301
['margarine'],"['whole milk', 'yogurt']",0.119791667,2.138205157
['margarine'],['pastry'],0.116319444,1.307430556
['margarine'],['whipped/sour cream'],0.116319444,1.622697498
['margarine'],['butter'],0.114583333,2.067756116
['margarine'],['brown bread'],0.111111111,1.712817834
['margarine'],['frankfurter'],0.109375,1.85466056
['margarine'],['pork'],0.109375,1.897183642
['margarine'],['curd'],0.107638889,2.020283344
['margarine'],['beef'],0.105902778,2.018515154
['margarine'],['fruit/vegetable juice'],0.105902778,1.464913951
['margarine'],['bottled beer'],0.104166667,1.293534301
['margarine'],"['other vegetables', 'root vegetables']",0.100694444,2.125171376
['margarine'],['shopping bags'],0.097222222,0.986770439
['margarine'],"['other vegetables', 'yogurt']",0.097222222,2.239298725
['margarine'],['sugar'],0.09375,2.768862613
['margarine'],"['domestic eggs', 'whole milk']",0.088541667,2.951889124
['margarine'],"['other vegetables', 'rolls/buns']",0.088541667,2.078299025
['margarine'],['frozen vegetables'],0.086805556,1.804931583
['meat'],['other vegetables'],0.385826772,1.994012769
['meat'],['whole milk'],0.385826772,1.509990569
['meat'],['rolls/buns'],0.267716535,1.455495924
['meat'],['soda'],0.212598425,1.219186887
['meat'],['sausage'],0.204724409,2.179074207
['meat'],['yogurt'],0.204724409,1.467539772
['meat'],['root vegetables'],0.196850394,1.805992185
['misc. beverages'],['soda'],0.258064516,1.479921001
['misc. beverages'],['whole milk'],0.247311828,0.967891694
['misc. beverages'],['other vegetables'],0.197132616,1.018812025
['misc. beverages'],['bottled water'],0.186379928,1.686335414
['mustard'],['whole milk'],0.43220339,1.691492375
"['napkins', 'other vegetables']",['whole milk'],0.471830986,1.846580878
"['napkins', 'rolls/buns']",['whole milk'],0.452173913,1.769649994
"['napkins', 'whole milk']",['other vegetables'],0.345360825,1.784878461
"['napkins', 'whole milk']",['yogurt'],0.309278351,2.217020829
"['napkins', 'whole milk']",['rolls/buns'],0.268041237,1.457261231
"['napkins', 'yogurt']",['whole milk'],0.495867769,1.940652409
['napkins'],['whole milk'],0.376699029,1.474267788
['napkins'],['other vegetables'],0.275728155,1.425005995
['napkins'],['yogurt'],0.234951456,1.684218348
['napkins'],['soda'],0.229126214,1.313968694
['napkins'],['rolls/buns'],0.223300971,1.214021586
['napkins'],['tropical fruit'],0.19223301,1.831988033
['napkins'],['root vegetables'],0.190291262,1.745815824
['napkins'],['bottled water'],0.165048544,1.4933325
['napkins'],['citrus fruit'],0.145631068,1.759559648
['napkins'],['shopping bags'],0.137864078,1.399270592
['napkins'],['whipped/sour cream'],0.137864078,1.923252771
['napkins'],['pastry'],0.133980583,1.505941748
['napkins'],['fruit/vegetable juice'],0.132038835,1.826444363
['napkins'],"['other vegetables', 'whole milk']",0.130097087,1.738457683
['napkins'],['pip fruit'],0.12815534,1.694096461
['napkins'],['sausage'],0.12815534,1.36407767
['napkins'],['newspapers'],0.118446602,1.483977491
['napkins'],['hygiene articles'],0.116504854,3.536497663
['napkins'],"['whole milk', 'yogurt']",0.116504854,2.079537646
['napkins'],['domestic eggs'],0.114563107,1.805654095
['napkins'],"['rolls/buns', 'whole milk']",0.100970874,1.782851964
['napkins'],['bottled beer'],0.099029126,1.229736687
['napkins'],['pork'],0.099029126,1.717727436
"['newspapers', 'other vegetables']",['whole milk'],0.431578947,1.689048527
"['newspapers', 'other vegetables']",['root vegetables'],0.310526316,2.848905145
"['newspapers', 'other vegetables']",['yogurt'],0.289473684,2.075053706
"['newspapers', 'other vegetables']",['rolls/buns'],0.284210526,1.545168892
"['newspapers', 'rolls/buns']",['whole milk'],0.386597938,1.513008644
"['newspapers', 'rolls/buns']",['other vegetables'],0.278350515,1.43855876
"['newspapers', 'rolls/buns']",['yogurt'],0.257731959,1.847517357
"['newspapers', 'root vegetables']",['other vegetables'],0.522123894,2.698417496
"['newspapers', 'root vegetables']",['whole milk'],0.504424779,1.974141544
"['newspapers', 'tropical fruit']",['whole milk'],0.431034483,1.686917683
"['newspapers', 'whole milk']",['other vegetables'],0.304832714,1.57542288
"['newspapers', 'whole milk']",['rolls/buns'],0.278810409,1.515810045
"['newspapers', 'whole milk']",['yogurt'],0.241635688,1.732133374
"['newspapers', 'whole milk']",['root vegetables'],0.211895911,1.944026383
"['newspapers', 'whole milk']",['tropical fruit'],0.185873606,1.771382669
"['newspapers', 'yogurt']",['whole milk'],0.430463576,1.684683355
"['newspapers', 'yogurt']",['other vegetables'],0.364238411,1.882440761
"['newspapers', 'yogurt']",['rolls/buns'],0.331125828,1.800233564
['newspapers'],['whole milk'],0.342675159,1.341110303
['newspapers'],['rolls/buns'],0.247133758,1.343593427
['newspapers'],['other vegetables'],0.242038217,1.250891151
['newspapers'],['yogurt'],0.192356688,1.3788834
['newspapers'],['soda'],0.18343949,1.051969323
['newspapers'],['tropical fruit'],0.147770701,1.408260505
['newspapers'],['root vegetables'],0.143949045,1.320651916
['newspapers'],['bottled water'],0.141401274,1.279375831
['newspapers'],['pastry'],0.105732484,1.188433121
['newspapers'],['citrus fruit'],0.104458599,1.262101128
['newspapers'],"['other vegetables', 'whole milk']",0.104458599,1.395856411
['newspapers'],['fruit/vegetable juice'],0.103184713,1.427315972
['newspapers'],['sausage'],0.100636943,1.071173519
['newspapers'],['brown bread'],0.095541401,1.472805143
['newspapers'],"['rolls/buns', 'whole milk']",0.095541401,1.68698327
['newspapers'],['whipped/sour cream'],0.09044586,1.261751818
['newspapers'],['margarine'],0.089171975,1.522580502
['newspapers'],['domestic eggs'],0.086624204,1.365302956
['newspapers'],['shopping bags'],0.086624204,0.87920438
['newspapers'],['pip fruit'],0.084076433,1.111413602
['newspapers'],['pork'],0.082802548,1.436266415
['newspapers'],"['whole milk', 'yogurt']",0.082802548,1.477972881
['newspapers'],['beef'],0.080254777,1.529662272
['newspapers'],['napkins'],0.077707006,1.483977491
['newspapers'],"['other vegetables', 'root vegetables']",0.075159236,1.586246959
['newspapers'],['butter'],0.072611465,1.310337171
['newspapers'],"['root vegetables', 'whole milk']",0.072611465,1.484685567
['newspapers'],['curd'],0.07133758,1.338941022
['newspapers'],"['other vegetables', 'yogurt']",0.070063694,1.613762138
['newspapers'],['chocolate'],0.068789809,1.386368383
['newspapers'],"['other vegetables', 'rolls/buns']",0.068789809,1.614672484
['newspapers'],['chicken'],0.064968153,1.514127449
['newspapers'],"['rolls/buns', 'yogurt']",0.063694268,1.853352429
['newspapers'],"['tropical fruit', 'whole milk']",0.063694268,1.505848849
"['oil', 'other vegetables']",['whole milk'],0.510204082,1.996759707
"['oil', 'whole milk']",['other vegetables'],0.45045045,2.327997993
['oil'],['whole milk'],0.402173913,1.573967543
['oil'],['other vegetables'],0.355072464,1.835069722
['oil'],['root vegetables'],0.25,2.293610075
['oil'],['yogurt'],0.188405797,1.350561964
['oil'],['rolls/buns'],0.18115942,0.984910392
['oil'],"['other vegetables', 'whole milk']",0.18115942,2.420791982
"['onions', 'other vegetables']",['whole milk'],0.464285714,1.817051333
"['onions', 'other vegetables']",['root vegetables'],0.4,3.669776119
"['onions', 'root vegetables']",['other vegetables'],0.602150538,3.112007639
"['onions', 'whole milk']",['other vegetables'],0.546218487,2.822942104
['onions'],['other vegetables'],0.459016393,2.372268119
['onions'],['whole milk'],0.390163934,1.526964702
['onions'],['root vegetables'],0.304918033,2.797452288
['onions'],['yogurt'],0.232786885,1.668701907
['onions'],['rolls/buns'],0.219672131,1.194292653
['onions'],"['other vegetables', 'whole milk']",0.213114754,2.847803813
['onions'],['bottled water'],0.190163934,1.720572489
['onions'],['tropical fruit'],0.183606557,1.749777608
['onions'],"['other vegetables', 'root vegetables']",0.183606557,3.875043974
['onions'],['citrus fruit'],0.180327869,2.178777138
['onions'],['soda'],0.170491803,0.9777183
['onions'],['whipped/sour cream'],0.163934426,2.286943379
"['other vegetables', 'pastry']",['whole milk'],0.468468468,1.833421165
"['other vegetables', 'pastry']",['yogurt'],0.292792793,2.098846295
"['other vegetables', 'pastry']",['rolls/buns'],0.27027027,1.469379828
"['other vegetables', 'pastry']",['root vegetables'],0.261261261,2.396925844
"['other vegetables', 'pastry']",['soda'],0.243243243,1.394925538
"['other vegetables', 'pastry']",['tropical fruit'],0.225225225,2.146405126
"['other vegetables', 'pip fruit', 'root vegetables']",['whole milk'],0.675,2.641713092
"['other vegetables', 'pip fruit', 'whole milk']",['root vegetables'],0.406015038,3.724960723
"['other vegetables', 'pip fruit', 'whole milk']",['yogurt'],0.37593985,2.694874942
"['other vegetables', 'pip fruit', 'yogurt']",['whole milk'],0.625,2.446030641
"['other vegetables', 'pip fruit']",['whole milk'],0.517509728,2.025351441
"['other vegetables', 'pip fruit']",['tropical fruit'],0.361867704,3.448613248
"['other vegetables', 'pip fruit']",['root vegetables'],0.311284047,2.855856902
"['other vegetables', 'pip fruit']",['yogurt'],0.311284047,2.231398396
"['other vegetables', 'pip fruit']",['citrus fruit'],0.225680934,2.72674691
"['other vegetables', 'pip fruit']",['whipped/sour cream'],0.214007782,2.98548445
"['other vegetables', 'pip fruit']","['root vegetables', 'whole milk']",0.210116732,4.296253752
"['other vegetables', 'pip fruit']",['rolls/buns'],0.194552529,1.057724779
"['other vegetables', 'pip fruit']","['whole milk', 'yogurt']",0.194552529,3.472639064
"['other vegetables', 'pork']",['whole milk'],0.469483568,1.837393908
"['other vegetables', 'pork']",['root vegetables'],0.323943662,2.972001787
"['other vegetables', 'pork']",['rolls/buns'],0.258215962,1.403844108
"['other vegetables', 'rolls/buns', 'root vegetables']",['whole milk'],0.508333333,1.989438254
"['other vegetables', 'rolls/buns', 'whole milk']",['root vegetables'],0.346590909,3.179777603
"['other vegetables', 'rolls/buns', 'whole milk']",['yogurt'],0.335227273,2.403032236
"['other vegetables', 'rolls/buns', 'yogurt']",['whole milk'],0.522123894,2.043409668
"['other vegetables', 'rolls/buns']",['whole milk'],0.420047733,1.6439194
"['other vegetables', 'rolls/buns']",['root vegetables'],0.286396181,2.627524668
"['other vegetables', 'rolls/buns']",['yogurt'],0.269689737,1.933235108
"['other vegetables', 'rolls/buns']",['soda'],0.23150358,1.327602163
"['other vegetables', 'rolls/buns']",['sausage'],0.207637232,2.210078108
"['other vegetables', 'rolls/buns']",['tropical fruit'],0.183770883,1.751343638
"['other vegetables', 'rolls/buns']",['bottled water'],0.171837709,1.554759767
"['other vegetables', 'rolls/buns']",['whipped/sour cream'],0.1575179,2.197430559
"['other vegetables', 'rolls/buns']","['root vegetables', 'whole milk']",0.145584726,2.976768764
"['other vegetables', 'rolls/buns']",['pastry'],0.143198091,1.609546539
"['other vegetables', 'rolls/buns']",['citrus fruit'],0.140811456,1.701327602
"['other vegetables', 'rolls/buns']","['whole milk', 'yogurt']",0.140811456,2.513395042
"['other vegetables', 'rolls/buns']",['domestic eggs'],0.138424821,2.181743773
"['other vegetables', 'rolls/buns']",['beef'],0.136038186,2.592898374
"['other vegetables', 'rolls/buns']",['butter'],0.133651551,2.411858729
"['other vegetables', 'rolls/buns']",['frankfurter'],0.131264916,2.225845609
"['other vegetables', 'rolls/buns']",['pork'],0.131264916,2.276879107
"['other vegetables', 'rolls/buns']",['newspapers'],0.128878282,1.614672484
"['other vegetables', 'rolls/buns']",['shopping bags'],0.124105012,1.259621045
"['other vegetables', 'rolls/buns']",['margarine'],0.121718377,2.078299025
"['other vegetables', 'rolls/buns']",['pip fruit'],0.119331742,1.577456566
"['other vegetables', 'root vegetables', 'tropical fruit']",['whole milk'],0.570247934,2.23175027
"['other vegetables', 'root vegetables', 'whipped/sour cream']",['whole milk'],0.607142857,2.376144051
"['other vegetables', 'root vegetables', 'whole milk']",['yogurt'],0.337719298,2.42089599
"['other vegetables', 'root vegetables', 'whole milk']",['tropical fruit'],0.302631579,2.884090677
"['other vegetables', 'root vegetables', 'whole milk']",['rolls/buns'],0.26754386,1.454557136
"['other vegetables', 'root vegetables', 'whole milk']",['citrus fruit'],0.25,3.020577396
"['other vegetables', 'root vegetables', 'whole milk']",['pip fruit'],0.236842105,3.130836163
"['other vegetables', 'root vegetables', 'whole milk']",['whipped/sour cream'],0.223684211,3.120474057
"['other vegetables', 'root vegetables', 'yogurt']",['whole milk'],0.606299213,2.372842322
"['other vegetables', 'root vegetables']",['whole milk'],0.489270386,1.91483257
"['other vegetables', 'root vegetables']",['yogurt'],0.272532189,1.953610843
"['other vegetables', 'root vegetables']",['tropical fruit'],0.259656652,2.474537961
"['other vegetables', 'root vegetables']",['rolls/buns'],0.25751073,1.400009964
"['other vegetables', 'root vegetables']",['citrus fruit'],0.21888412,2.644625703
"['other vegetables', 'root vegetables']",['whipped/sour cream'],0.180257511,2.514656196
"['other vegetables', 'root vegetables']",['soda'],0.173819742,0.996803013
"['other vegetables', 'root vegetables']",['pip fruit'],0.17167382,2.269370991
"['other vegetables', 'root vegetables']",['beef'],0.167381974,3.190313405
"['other vegetables', 'root vegetables']","['whole milk', 'yogurt']",0.165236052,2.94935856
"['other vegetables', 'root vegetables']",['domestic eggs'],0.154506438,2.43520964
"['other vegetables', 'root vegetables']",['bottled water'],0.14806867,1.339701348
"['other vegetables', 'root vegetables']",['pork'],0.14806867,2.568351613
"['other vegetables', 'root vegetables']","['tropical fruit', 'whole milk']",0.14806867,3.500613858
"['other vegetables', 'root vegetables']",['sausage'],0.143776824,1.530351801
"['other vegetables', 'root vegetables']",['butter'],0.139484979,2.517128007
"['other vegetables', 'root vegetables']",['fruit/vegetable juice'],0.139484979,1.929444112
"['other vegetables', 'root vegetables']",['shopping bags'],0.139484979,1.415722151
"['other vegetables', 'root vegetables']","['rolls/buns', 'whole milk']",0.130901288,2.31133602
"['other vegetables', 'root vegetables']",['frozen vegetables'],0.128755365,2.677186074
"['other vegetables', 'root vegetables']",['newspapers'],0.126609442,1.586246959
"['other vegetables', 'root vegetables']",['margarine'],0.124463519,2.125171376
"['other vegetables', 'root vegetables']",['pastry'],0.124463519,1.398969957
"['other vegetables', 'root vegetables']","['citrus fruit', 'whole milk']",0.122317597,4.009978541
"['other vegetables', 'root vegetables']",['chicken'],0.120171674,2.800683441
