,Member_number,Date,itemDescription,InvoiceNum
8645,1896,16/12/2014,butter,3334
8646,1896,16/12/2014,dish cleaner,3334
8647,1896,16/12/2014,light bulbs,3334
8648,1896,20/11/2014,pip fruit,3335
8649,1896,20/11/2014,domestic eggs,3335
8650,1896,25/07/2014,brown bread,3336
8651,1896,25/07/2014,sugar,3336
8652,1896,25/07/2014,beef,3336
8653,1896,25/07/2014,citrus fruit,3336
8654,1896,25/07/2014,yogurt,3336
8655,1897,1/5/2014,cream cheese ,3337
8656,1897,1/5/2014,rolls/buns,3337
8657,1897,12/9/2014,sausage,3338
8658,1897,12/9/2014,brown bread,3338
8659,1897,15/07/2014,candles,3339
8660,1897,15/07/2014,other vegetables,3339
8661,1897,25/01/2015,pork,3340
8662,1897,25/01/2015,root vegetables,3340
8663,1898,11/11/2014,rum,3341
8664,1898,11/11/2014,sugar,3341
8665,1899,1/3/2014,other vegetables,3342
8666,1899,1/3/2014,brown bread,3342
8667,1899,7/2/2014,soda,3343
8668,1899,7/2/2014,fruit/vegetable juice,3343
8669,1899,9/12/2014,dessert,3344
8670,1899,9/12/2014,chewing gum,3344
8671,1899,19/10/2015,long life bakery product,3345
8672,1899,19/10/2015,butter milk,3345
8673,1899,19/10/2015,Instant food products,3345
8674,1899,24/10/2015,pastry,3346
8675,1899,24/10/2015,liquor,3346
8676,1899,24/10/2015,shopping bags,3346
8677,1900,8/1/2015,other vegetables,3347
8678,1900,8/1/2015,soda,3347
8679,1900,15/03/2014,liquor,3348
8680,1900,15/03/2014,vinegar,3348
8681,1900,15/03/2014,shopping bags,3348
8682,1900,15/03/2014,long life bakery product,3348
8683,1900,17/02/2014,pip fruit,3349
8684,1900,17/02/2014,bottled beer,3349
8685,1900,24/09/2015,hamburger meat,3350
8686,1900,24/09/2015,yogurt,3350
8687,1901,4/5/2015,citrus fruit,3351
8688,1901,4/5/2015,butter,3351
8689,1901,4/5/2015,chocolate,3351
8690,1901,21/04/2015,citrus fruit,3352
8691,1901,21/04/2015,tropical fruit,3352
8692,1901,29/11/2015,yogurt,3353
8693,1901,29/11/2015,rolls/buns,3353
8694,1901,29/11/2015,berries,3353
8695,1901,29/11/2015,whole milk,3353
8696,1901,29/11/2015,zwieback,3353
8697,1901,29/11/2015,brown bread,3353
8698,1901,29/11/2015,newspapers,3353
8699,1902,1/12/2015,chicken,3354
8700,1902,1/12/2015,butter,3354
8701,1902,14/12/2014,shopping bags,3355
8702,1902,14/12/2014,whipped/sour cream,3355
8703,1902,21/10/2015,pork,3356
8704,1902,21/10/2015,ice cream,3356
8705,1902,21/10/2015,yogurt,3356
8706,1903,10/3/2015,canned beer,3357
8707,1903,10/3/2015,tropical fruit,3357
8708,1903,15/08/2014,whole milk,3358
8709,1903,15/08/2014,dish cleaner,3358
8710,1903,17/02/2014,sweet spreads,3359
8711,1903,17/02/2014,margarine,3359
8712,1903,25/01/2015,bottled water,3360
8713,1903,25/01/2015,chicken,3360
8714,1903,25/01/2015,other vegetables,3360
8715,1903,25/01/2015,ketchup,3360
8716,1904,18/04/2015,whole milk,3361
8717,1904,18/04/2015,yogurt,3361
8718,1904,24/03/2014,napkins,3362
8719,1904,24/03/2014,soda,3362
8720,1904,24/04/2014,newspapers,3363
8721,1904,24/04/2014,other vegetables,3363
8722,1905,2/6/2014,cat food,3364
8723,1905,2/6/2014,butter,3364
8724,1905,7/7/2015,other vegetables,3365
8725,1905,7/7/2015,tropical fruit,3365
8726,1905,7/7/2015,seasonal products,3365
8727,1905,7/7/2015,butter,3365
8728,1905,7/7/2015,shopping bags,3365
8729,1905,18/10/2015,soda,3366
8730,1905,18/10/2015,onions,3366
8731,1905,18/10/2015,cream cheese ,3366
8732,1905,19/05/2015,sugar,3367
8733,1905,19/05/2015,other vegetables,3367
8734,1905,21/02/2015,fruit/vegetable juice,3368
8735,1905,21/02/2015,sausage,3368
8736,1905,21/02/2015,sausage,3368
8737,1905,21/02/2015,domestic eggs,3368
8738,1905,21/02/2015,seasonal products,3368
8739,1905,22/04/2014,photo/film,3369
8740,1905,22/04/2014,cream cheese ,3369
8741,1905,25/08/2014,chewing gum,3370
8742,1905,25/08/2014,yogurt,3370
8743,1905,31/01/2014,seasonal products,3371
8744,1905,31/01/2014,soups,3371
8745,1905,31/07/2015,ham,3372
8746,1905,31/07/2015,whole milk,3372
8747,1905,31/07/2015,candy,3372
8748,1907,19/07/2015,sausage,3373
8749,1907,19/07/2015,newspapers,3373
8750,1907,19/07/2015,cream,3373
8751,1907,20/04/2014,hamburger meat,3374
8752,1907,20/04/2014,rolls/buns,3374
8753,1908,12/6/2014,whole milk,3375
8754,1908,12/6/2014,mustard,3375
8755,1908,10/6/2015,beef,3376
8756,1908,10/6/2015,female sanitary products,3376
8757,1908,19/12/2014,frozen vegetables,3377
8758,1908,19/12/2014,soft cheese,3377
8759,1908,20/09/2014,bottled beer,3378
8760,1908,20/09/2014,bottled water,3378
8761,1908,21/08/2014,pip fruit,3379
8762,1908,21/08/2014,soda,3379
8763,1908,23/01/2014,sauces,3380
8764,1908,23/01/2014,shopping bags,3380
8765,1908,26/07/2015,ice cream,3381
8766,1908,26/07/2015,butter,3381
8767,1908,28/03/2014,pip fruit,3382
8768,1908,28/03/2014,fruit/vegetable juice,3382
8769,1908,29/10/2014,oil,3383
8770,1908,29/10/2014,canned beer,3383
8771,1908,30/05/2014,misc. beverages,3384
8772,1908,30/05/2014,zwieback,3384
8773,1909,10/1/2015,sausage,3385
8774,1909,10/1/2015,sliced cheese,3385
8775,1909,10/1/2015,salty snack,3385
8776,1909,31/08/2015,sausage,3386
8777,1909,31/08/2015,chicken,3386
8778,1909,31/08/2015,margarine,3386
8779,1909,31/08/2015,yogurt,3386
8780,1910,1/10/2014,sliced cheese,3387
8781,1910,1/10/2014,sugar,3387
8782,1910,20/05/2014,rolls/buns,3388
8783,1910,20/05/2014,other vegetables,3388
8784,1910,25/09/2015,tropical fruit,3389
8785,1910,25/09/2015,margarine,3389
8786,1910,26/02/2014,margarine,3390
8787,1910,26/02/2014,chocolate,3390
8788,1910,30/10/2015,yogurt,3391
8789,1910,30/10/2015,salt,3391
8790,1911,10/3/2014,tropical fruit,3392
8791,1911,10/3/2014,pastry,3392
8792,1911,10/3/2014,newspapers,3392
8793,1911,2/6/2015,root vegetables,3393
8794,1911,2/6/2015,yogurt,3393
8795,1911,2/6/2015,tropical fruit,3393
8796,1911,2/6/2015,shopping bags,3393
8797,1912,19/03/2014,pot plants,3394
8798,1912,19/03/2014,liquor (appetizer),3394
8799,1912,19/10/2014,misc. beverages,3395
8800,1912,19/10/2014,dessert,3395
8801,1912,22/08/2015,bottled beer,3396
8802,1912,22/08/2015,bottled water,3396
8803,1913,11/6/2014,chicken,3397
8804,1913,11/6/2014,male cosmetics,3397
8805,1913,14/12/2014,rolls/buns,3398
8806,1913,14/12/2014,UHT/milk,3398
8807,1913,18/08/2015,finished products,3399
8808,1913,18/08/2015,pip fruit,3399
8809,1913,18/08/2015,curd,3399
8810,1913,18/08/2015,pork,3399
8811,1913,18/08/2015,curd,3399
8812,1913,18/08/2015,whipped/sour cream,3399
8813,1913,18/08/2015,whole milk,3399
8814,1913,25/02/2014,cat food,3400
8815,1913,25/02/2014,semi/finished bread,3400
8816,1913,31/08/2014,pork,3401
8817,1913,31/08/2014,chocolate,3401
8818,1913,31/08/2014,soap,3401
8819,1914,4/6/2015,other vegetables,3402
8820,1914,4/6/2015,rolls/buns,3402
8821,1914,4/6/2015,root vegetables,3402
8822,1914,21/01/2015,tropical fruit,3403
8823,1914,21/01/2015,other vegetables,3403
8824,1914,28/11/2014,cereals,3404
8825,1914,28/11/2014,dessert,3404
8826,1915,3/4/2014,brown bread,3405
8827,1915,3/4/2014,coffee,3405
8828,1915,7/8/2015,UHT/milk,3406
8829,1915,7/8/2015,soda,3406
8830,1916,13/11/2015,curd,3407
8831,1916,13/11/2015,yogurt,3407
8832,1916,13/11/2015,domestic eggs,3407
8833,1916,16/11/2015,pip fruit,3408
8834,1916,16/11/2015,fruit/vegetable juice,3408
8835,1916,21/05/2014,citrus fruit,3409
8836,1916,21/05/2014,whole milk,3409
8837,1917,9/10/2014,pastry,3410
8838,1917,9/10/2014,curd,3410
8839,1917,23/01/2015,pork,3411
8840,1917,23/01/2015,yogurt,3411
8841,1917,23/01/2015,whole milk,3411
8842,1917,25/02/2014,frankfurter,3412
8843,1917,25/02/2014,red/blush wine,3412
8844,1917,26/01/2014,sausage,3413
8845,1917,26/01/2014,curd cheese,3413
8846,1917,29/07/2015,chicken,3414
8847,1917,29/07/2015,herbs,3414
8848,1918,29/09/2015,tropical fruit,3415
8849,1918,29/09/2015,butter milk,3415
8850,1918,30/01/2015,beef,3416
8851,1918,30/01/2015,meat,3416
8852,1919,6/12/2014,soft cheese,3417
8853,1919,6/12/2014,white wine,3417
8854,1919,18/08/2015,frozen potato products,3418
8855,1919,18/08/2015,soda,3418
8856,1920,9/2/2015,whole milk,3419
8857,1920,9/2/2015,citrus fruit,3419
8858,1920,16/02/2015,whole milk,3420
8859,1920,16/02/2015,seasonal products,3420
8860,1920,16/02/2015,specialty fat,3420
8861,1920,16/02/2015,flour,3420
8862,1921,11/6/2014,root vegetables,3421
8863,1921,11/6/2014,chocolate,3421
8864,1921,12/12/2014,salt,3422
8865,1921,12/12/2014,napkins,3422
8866,1921,11/11/2015,turkey,3423
8867,1921,11/11/2015,whipped/sour cream,3423
8868,1921,17/08/2014,tropical fruit,3424
8869,1921,17/08/2014,hygiene articles,3424
8870,1921,23/02/2015,chocolate,3425
8871,1921,23/02/2015,rolls/buns,3425
8872,1921,25/10/2015,pip fruit,3426
8873,1921,25/10/2015,bottled water,3426
8874,1921,27/03/2014,sliced cheese,3427
8875,1921,27/03/2014,napkins,3427
8876,1922,1/1/2014,tropical fruit,3428
8877,1922,1/1/2014,other vegetables,3428
8878,1922,2/7/2014,bottled water,3429
8879,1922,2/7/2014,sugar,3429
8880,1922,6/4/2014,chocolate,3430
8881,1922,6/4/2014,curd cheese,3430
8882,1922,7/1/2014,yogurt,3431
8883,1922,7/1/2014,whipped/sour cream,3431
8884,1922,7/11/2014,pastry,3432
8885,1922,7/11/2014,root vegetables,3432
8886,1922,7/2/2015,sausage,3433
8887,1922,7/2/2015,pip fruit,3433
8888,1922,7/10/2015,butter milk,3434
8889,1922,7/10/2015,beverages,3434
8890,1922,7/10/2015,butter,3434
8891,1922,22/09/2015,packaged fruit/vegetables,3435
8892,1922,22/09/2015,other vegetables,3435
8893,1922,30/05/2014,whole milk,3436
8894,1922,30/05/2014,whipped/sour cream,3436
8895,1923,2/2/2014,meat,3437
8896,1923,2/2/2014,pip fruit,3437
8897,1923,2/6/2014,domestic eggs,3438
8898,1923,2/6/2014,tropical fruit,3438
8899,1923,6/12/2015,beef,3439
8900,1923,6/12/2015,other vegetables,3439
8901,1923,14/02/2015,beverages,3440
8902,1923,14/02/2015,whole milk,3440
8903,1923,20/11/2014,cream cheese ,3441
8904,1923,20/11/2014,domestic eggs,3441
8905,1923,30/04/2015,canned beer,3442
8906,1923,30/04/2015,other vegetables,3442
8907,1924,2/3/2015,brandy,3443
8908,1924,2/3/2015,dessert,3443
8909,1924,7/9/2015,sausage,3444
8910,1924,7/9/2015,semi/finished bread,3444
8911,1924,17/11/2015,root vegetables,3445
8912,1924,17/11/2015,rolls/buns,3445
8913,1924,17/11/2015,UHT/milk,3445
8914,1924,17/11/2015,packaged fruit/vegetables,3445
8915,1924,18/02/2014,white wine,3446
8916,1924,18/02/2014,cream cheese ,3446
8917,1924,20/05/2014,other vegetables,3447
8918,1924,20/05/2014,white bread,3447
8919,1924,22/11/2014,root vegetables,3448
8920,1924,22/11/2014,shopping bags,3448
8921,1925,3/6/2014,brown bread,3449
8922,1925,3/6/2014,long life bakery product,3449
8923,1926,16/10/2015,turkey,3450
8924,1926,16/10/2015,whole milk,3450
8925,1926,25/07/2014,frankfurter,3451
8926,1926,25/07/2014,root vegetables,3451
8927,1926,29/05/2015,yogurt,3452
8928,1926,29/05/2015,brown bread,3452
8929,1927,15/05/2015,tropical fruit,3453
8930,1927,15/05/2015,white wine,3453
8931,1927,15/05/2015,oil,3453
8932,1927,20/06/2014,rolls/buns,3454
8933,1927,20/06/2014,mayonnaise,3454
8934,1927,20/06/2014,flour,3454
8935,1928,15/08/2015,citrus fruit,3455
8936,1928,15/08/2015,citrus fruit,3455
8937,1928,15/08/2015,bottled water,3455
8938,1928,15/08/2015,pastry,3455
8939,1928,17/09/2015,photo/film,3456
8940,1928,17/09/2015,canned beer,3456
8941,1928,23/05/2014,bottled beer,3457
8942,1928,23/05/2014,newspapers,3457
8943,1928,23/05/2014,napkins,3457
8944,1929,3/2/2014,pasta,3458
8945,1929,3/2/2014,newspapers,3458
8946,1929,10/11/2014,berries,3459
8947,1929,10/11/2014,pastry,3459
8948,1929,2/5/2015,chicken,3460
8949,1929,2/5/2015,soda,3460
8950,1929,10/7/2015,rolls/buns,3461
8951,1929,10/7/2015,bottled water,3461
8952,1929,10/7/2015,other vegetables,3461
8953,1929,10/7/2015,finished products,3461
8954,1929,10/7/2015,other vegetables,3461
8955,1929,10/7/2015,butter,3461
8956,1929,10/7/2015,yogurt,3461
8957,1929,10/7/2015,rolls/buns,3461
8958,1929,10/7/2015,citrus fruit,3461
8959,1929,14/02/2014,curd,3462
8960,1929,14/02/2014,soda,3462
8961,1929,14/04/2014,rolls/buns,3463
8962,1929,14/04/2014,yogurt,3463
8963,1929,15/11/2014,butter,3464
8964,1929,15/11/2014,candy,3464
8965,1930,7/7/2014,finished products,3465
8966,1930,7/7/2014,UHT/milk,3465
8967,1930,1/3/2015,tropical fruit,3466
8968,1930,1/3/2015,soda,3466
8969,1930,2/2/2015,ham,3467
8970,1930,2/2/2015,specialty bar,3467
8971,1930,15/11/2015,tropical fruit,3468
8972,1930,15/11/2015,candy,3468
8973,1930,15/11/2015,fruit/vegetable juice,3468
8974,1930,18/04/2015,pork,3469
8975,1930,18/04/2015,mayonnaise,3469
8976,1930,28/05/2014,bottled water,3470
8977,1930,28/05/2014,soda,3470
8978,1931,4/3/2014,pip fruit,3471
8979,1931,4/3/2014,bottled water,3471
8980,1931,4/3/2014,salt,3471
8981,1931,8/12/2014,whole milk,3472
8982,1931,8/12/2014,soft cheese,3472
8983,1931,8/12/2014,pastry,3472
8984,1931,2/7/2015,chocolate,3473
8985,1931,2/7/2015,sliced cheese,3473
8986,1931,2/7/2015,bottled water,3473
8987,1931,2/7/2015,oil,3473
8988,1931,9/10/2015,beef,3474
8989,1931,9/10/2015,other vegetables,3474
8990,1931,13/03/2014,chicken,3475
8991,1931,13/03/2014,chocolate,3475
8992,1931,25/06/2014,other vegetables,3476
8993,1931,25/06/2014,brown bread,3476
8994,1932,2/6/2014,specialty chocolate,3477
8995,1932,2/6/2014,onions,3477
8996,1932,2/8/2014,citrus fruit,3478
8997,1932,2/8/2014,cat food,3478
8998,1932,6/7/2014,tropical fruit,3479
8999,1932,6/7/2014,bottled beer,3479
9000,1932,6/7/2014,other vegetables,3479
9001,1932,6/7/2014,oil,3479
9002,1932,4/9/2015,yogurt,3480
9003,1932,4/9/2015,zwieback,3480
9004,1932,7/9/2015,whole milk,3481
9005,1932,7/9/2015,pip fruit,3481
9006,1932,12/5/2015,sausage,3482
9007,1932,12/5/2015,whole milk,3482
9008,1932,15/03/2015,chewing gum,3483
9009,1932,15/03/2015,UHT/milk,3483
9010,1932,19/06/2014,fruit/vegetable juice,3484
9011,1932,19/06/2014,bottled water,3484
9012,1932,27/06/2015,chocolate,3485
9013,1932,27/06/2015,tropical fruit,3485
9014,1933,21/10/2014,tropical fruit,3486
9015,1933,21/10/2014,white bread,3486
9016,1934,3/2/2015,tropical fruit,3487
9017,1934,3/2/2015,beverages,3487
9018,1934,4/8/2015,yogurt,3488
9019,1934,4/8/2015,bottled beer,3488
9020,1934,4/8/2015,rolls/buns,3488
9021,1934,4/8/2015,yogurt,3488
9022,1934,4/8/2015,sugar,3488
9023,1934,6/8/2015,tropical fruit,3489
9024,1934,6/8/2015,grapes,3489
9025,1934,6/8/2015,sausage,3489
9026,1934,6/8/2015,grapes,3489
9027,1934,6/8/2015,fruit/vegetable juice,3489
9028,1934,6/8/2015,curd,3489
9029,1934,6/8/2015,other vegetables,3489
9030,1934,6/8/2015,whipped/sour cream,3489
9031,1934,14/06/2014,pip fruit,3490
9032,1934,14/06/2014,root vegetables,3490
9033,1934,27/02/2015,soda,3491
9034,1934,27/02/2015,napkins,3491
9035,1935,17/07/2014,newspapers,3492
9036,1935,17/07/2014,margarine,3492
9037,1935,24/04/2014,other vegetables,3493
9038,1935,24/04/2014,sweet spreads,3493
9039,1935,24/04/2014,yogurt,3493
9040,1935,28/08/2014,pip fruit,3494
9041,1935,28/08/2014,tropical fruit,3494
9042,1935,28/08/2014,whole milk,3494
9043,1935,30/06/2014,mayonnaise,3495
9044,1935,30/06/2014,frozen vegetables,3495
9045,1935,30/06/2014,processed cheese,3495
9046,1936,15/08/2015,rolls/buns,3496
9047,1936,15/08/2015,berries,3496
9048,1936,15/08/2015,meat spreads,3496
9049,1936,20/05/2015,other vegetables,3497
9050,1936,20/05/2015,dishes,3497
9051,1936,20/05/2015,newspapers,3497
9052,1937,7/3/2014,other vegetables,3498
9053,1937,7/3/2014,spread cheese,3498
9054,1937,17/10/2015,whole milk,3499
9055,1937,17/10/2015,canned beer,3499
9056,1937,17/10/2015,newspapers,3499
9057,1937,17/10/2015,whipped/sour cream,3499
9058,1937,18/04/2014,whole milk,3500
9059,1937,18/04/2014,specialty bar,3500
9060,1937,19/01/2015,citrus fruit,3501
9061,1937,19/01/2015,pip fruit,3501
9062,1937,26/07/2014,sugar,3502
9063,1937,26/07/2014,popcorn,3502
9064,1937,26/07/2014,baking powder,3502
9065,1938,8/5/2015,pork,3503
9066,1938,8/5/2015,rolls/buns,3503
9067,1938,13/03/2014,tropical fruit,3504
9068,1938,13/03/2014,specialty bar,3504
9069,1938,13/03/2014,whole milk,3504
9070,1938,21/08/2014,tropical fruit,3505
9071,1938,21/08/2014,pastry,3505
9072,1938,25/09/2014,soda,3506
9073,1938,25/09/2014,bottled water,3506
9074,1938,25/09/2014,butter,3506
9075,1939,2/2/2014,rolls/buns,3507
9076,1939,2/2/2014,whipped/sour cream,3507
9077,1939,2/7/2015,coffee,3508
9078,1939,2/7/2015,tropical fruit,3508
9079,1939,15/07/2015,tropical fruit,3509
9080,1939,15/07/2015,whole milk,3509
9081,1939,15/07/2015,long life bakery product,3509
9082,1939,28/03/2014,frozen vegetables,3510
9083,1939,28/03/2014,yogurt,3510
9084,1939,28/03/2014,shopping bags,3510
9085,1939,30/10/2015,root vegetables,3511
9086,1939,30/10/2015,coffee,3511
9087,1939,30/10/2015,sliced cheese,3511
9088,1939,30/10/2015,newspapers,3511
9089,1940,9/2/2014,yogurt,3512
9090,1940,9/2/2014,soft cheese,3512
9091,1940,4/6/2015,whole milk,3513
9092,1940,4/6/2015,rolls/buns,3513
9093,1940,14/02/2015,chewing gum,3514
9094,1940,14/02/2015,beef,3514
9095,1940,14/02/2015,domestic eggs,3514
9096,1940,18/11/2015,beef,3515
9097,1940,18/11/2015,chocolate,3515
9098,1940,26/09/2014,hygiene articles,3516
9099,1940,26/09/2014,chocolate,3516
9100,1941,16/09/2015,napkins,3517
9101,1941,16/09/2015,other vegetables,3517
9102,1941,16/09/2015,pot plants,3517
9103,1941,29/01/2014,whole milk,3518
9104,1941,29/01/2014,rolls/buns,3518
9105,1942,15/10/2014,hamburger meat,3519
9106,1942,15/10/2014,onions,3519
9107,1942,22/07/2014,pip fruit,3520
9108,1942,22/07/2014,frozen vegetables,3520
9109,1943,7/1/2015,hamburger meat,3521
9110,1943,7/1/2015,canned beer,3521
9111,1943,7/1/2015,other vegetables,3521
9112,1943,7/1/2015,canned fruit,3521
9113,1943,14/01/2015,frankfurter,3522
9114,1943,14/01/2015,chicken,3522
9115,1943,14/01/2015,cocoa drinks,3522
9116,1943,14/01/2015,onions,3522
9117,1943,14/01/2015,whole milk,3522
9118,1943,14/01/2015,UHT/milk,3522
9119,1943,14/01/2015,canned fish,3522
9120,1943,14/01/2015,bottled beer,3522
9121,1943,16/09/2014,UHT/milk,3523
9122,1943,16/09/2014,UHT/milk,3523
9123,1943,24/03/2015,bottled water,3524
9124,1943,24/03/2015,liquor,3524
9125,1943,30/09/2015,tropical fruit,3525
9126,1943,30/09/2015,whole milk,3525
9127,1943,30/09/2015,whole milk,3525
9128,1943,30/09/2015,potato products,3525
9129,1944,10/8/2014,pork,3526
9130,1944,10/8/2014,cake bar,3526
9131,1944,31/08/2015,whole milk,3527
9132,1944,31/08/2015,whipped/sour cream,3527
9133,1945,2/12/2014,oil,3528
9134,1945,2/12/2014,fruit/vegetable juice,3528
9135,1945,5/11/2014,yogurt,3529
9136,1945,5/11/2014,whipped/sour cream,3529
9137,1945,5/2/2015,curd,3530
9138,1945,5/2/2015,bottled water,3530
9139,1945,5/2/2015,tropical fruit,3530
9140,1945,5/2/2015,other vegetables,3530
9141,1945,24/04/2015,canned beer,3531
9142,1945,24/04/2015,whipped/sour cream,3531
9143,1945,30/04/2015,chocolate,3532
9144,1945,30/04/2015,whole milk,3532
9145,1945,30/04/2015,hamburger meat,3532
9146,1945,30/04/2015,other vegetables,3532
9147,1946,8/3/2014,whole milk,3533
9148,1946,8/3/2014,onions,3533
9149,1946,8/11/2014,meat,3534
9150,1946,8/11/2014,whipped/sour cream,3534
9151,1946,8/12/2015,pastry,3535
9152,1946,8/12/2015,candy,3535
9153,1946,14/11/2014,dessert,3536
9154,1946,14/11/2014,shopping bags,3536
9155,1946,25/01/2015,cream cheese ,3537
9156,1946,25/01/2015,whole milk,3537
9157,1946,29/04/2014,cooking chocolate,3538
9158,1946,29/04/2014,shopping bags,3538
9159,1947,7/1/2014,whole milk,3539
9160,1947,7/1/2014,berries,3539
9161,1947,7/1/2014,specialty chocolate,3539
9162,1947,7/1/2014,white bread,3539
9163,1947,16/07/2014,whole milk,3540
9164,1947,16/07/2014,bottled beer,3540
9165,1947,27/02/2014,canned beer,3541
9166,1947,27/02/2014,other vegetables,3541
9167,1947,27/02/2014,margarine,3541
9168,1948,2/11/2014,bottled water,3542
9169,1948,2/11/2014,hamburger meat,3542
9170,1948,2/11/2014,pastry,3542
9171,1948,4/1/2014,other vegetables,3543
9172,1948,4/1/2014,other vegetables,3543
9173,1948,6/5/2015,baking powder,3544
9174,1948,6/5/2015,pet care,3544
9175,1948,6/5/2015,yogurt,3544
9176,1948,6/5/2015,frozen vegetables,3544
9177,1948,23/09/2014,whole milk,3545
9178,1948,23/09/2014,whole milk,3545
9179,1948,23/09/2014,herbs,3545
9180,1948,25/08/2015,whole milk,3546
9181,1948,25/08/2015,frankfurter,3546
9182,1948,25/08/2015,yogurt,3546
9183,1948,25/08/2015,pip fruit,3546
9184,1948,25/08/2015,dessert,3546
9185,1948,25/08/2015,soda,3546
9186,1948,25/08/2015,margarine,3546
9187,1948,31/05/2014,citrus fruit,3547
9188,1948,31/05/2014,yogurt,3547
9189,1948,31/05/2014,UHT/milk,3547
9190,1949,6/3/2015,ham,3548
9191,1949,6/3/2015,berries,3548
9192,1949,11/4/2015,soda,3549
9193,1949,11/4/2015,rolls/buns,3549
9194,1949,11/4/2015,napkins,3549
9195,1949,11/4/2015,salt,3549
9196,1949,13/04/2014,cat food,3550
9197,1949,13/04/2014,candy,3550
9198,1949,17/03/2015,whole milk,3551
9199,1949,17/03/2015,tropical fruit,3551
9200,1949,18/10/2014,semi/finished bread,3552
9201,1949,18/10/2014,napkins,3552
9202,1949,22/07/2015,canned beer,3553
9203,1949,22/07/2015,soda,3553
9204,1949,22/07/2015,frozen vegetables,3553
9205,1950,9/9/2014,other vegetables,3554
9206,1950,9/9/2014,dessert,3554
9207,1950,11/10/2014,rolls/buns,3555
9208,1950,11/10/2014,sugar,3555
9209,1950,11/11/2015,other vegetables,3556
9210,1950,11/11/2015,whole milk,3556
9211,1950,14/06/2015,other vegetables,3557
9212,1950,14/06/2015,sliced cheese,3557
9213,1950,23/10/2015,sausage,3558
9214,1950,23/10/2015,frozen vegetables,3558
9215,1951,22/10/2015,herbs,3559
9216,1951,22/10/2015,rolls/buns,3559
9217,1951,23/06/2014,frozen fish,3560
9218,1951,23/06/2014,curd,3560
9219,1951,27/07/2014,napkins,3561
9220,1951,27/07/2014,bottled beer,3561
9221,1952,23/03/2015,tropical fruit,3562
9222,1952,23/03/2015,canned beer,3562
9223,1952,23/03/2015,hygiene articles,3562
9224,1952,23/11/2015,finished products,3563
9225,1952,23/11/2015,pork,3563
9226,1952,23/11/2015,onions,3563
9227,1952,23/11/2015,pasta,3563
9228,1952,23/11/2015,tropical fruit,3563
9229,1952,23/11/2015,soda,3563
9230,1952,23/11/2015,pastry,3563
9231,1953,9/3/2015,beef,3564
9232,1953,9/3/2015,whole milk,3564
9233,1953,9/3/2015,pet care,3564
9234,1953,9/3/2015,citrus fruit,3564
9235,1954,6/8/2015,shopping bags,3565
9236,1954,6/8/2015,pork,3565
9237,1954,6/8/2015,canned fish,3565
9238,1954,6/8/2015,whole milk,3565
9239,1954,6/8/2015,onions,3565
9240,1954,6/8/2015,bottled beer,3565
9241,1954,6/8/2015,canned beer,3565
9242,1954,13/06/2014,processed cheese,3566
9243,1954,13/06/2014,dishes,3566
9244,1954,16/08/2014,hamburger meat,3567
9245,1954,16/08/2014,coffee,3567
9246,1955,3/6/2014,shopping bags,3568
9247,1955,3/6/2014,napkins,3568
9248,1955,13/02/2015,sausage,3569
9249,1955,13/02/2015,rolls/buns,3569
9250,1955,16/11/2014,rolls/buns,3570
9251,1955,16/11/2014,yogurt,3570
9252,1955,22/06/2014,soda,3571
9253,1955,22/06/2014,cereals,3571
9254,1956,13/01/2014,nut snack,3572
9255,1956,13/01/2014,butter,3572
9256,1957,20/03/2014,root vegetables,3573
9257,1957,20/03/2014,berries,3573
9258,1957,31/01/2015,processed cheese,3574
9259,1957,31/01/2015,root vegetables,3574
9260,1958,3/7/2015,hamburger meat,3575
9261,1958,3/7/2015,berries,3575
9262,1958,3/7/2015,liquor,3575
9263,1958,3/7/2015,cream cheese ,3575
9264,1958,16/06/2014,other vegetables,3576
9265,1958,16/06/2014,whole milk,3576
9266,1958,16/06/2014,artif. sweetener,3576
9267,1959,2/5/2014,root vegetables,3577
9268,1959,2/5/2014,softener,3577
9269,1959,9/7/2015,pastry,3578
9270,1959,9/7/2015,root vegetables,3578
9271,1959,13/12/2015,whole milk,3579
9272,1959,13/12/2015,pastry,3579
9273,1959,13/12/2015,yogurt,3579
9274,1959,13/12/2015,pot plants,3579
9275,1959,15/05/2015,tropical fruit,3580
9276,1959,15/05/2015,semi/finished bread,3580
9277,1959,19/03/2015,citrus fruit,3581
9278,1959,19/03/2015,other vegetables,3581
9279,1959,23/03/2014,pip fruit,3582
9280,1959,23/03/2014,rolls/buns,3582
9281,1959,30/03/2015,fruit/vegetable juice,3583
9282,1959,30/03/2015,hamburger meat,3583
9283,1959,30/03/2015,soft cheese,3583
9284,1959,30/03/2015,specialty chocolate,3583
9285,1959,30/03/2015,bottled water,3583
9286,1960,9/1/2015,chicken,3584
9287,1960,9/1/2015,rolls/buns,3584
9288,1960,9/1/2015,yogurt,3584
9289,1960,9/1/2015,pastry,3584
9290,1961,6/4/2014,frozen vegetables,3585
9291,1961,6/4/2014,other vegetables,3585
9292,1961,6/7/2014,citrus fruit,3586
9293,1961,6/7/2014,rolls/buns,3586
9294,1961,13/01/2014,sugar,3587
9295,1961,13/01/2014,frozen vegetables,3587
9296,1961,15/12/2015,brown bread,3588
9297,1961,15/12/2015,rolls/buns,3588
