,itemDescription,InvoiceNum
6778,citrus fruit,3099
6779,yogurt,3099
6780,fruit/vegetable juice,3099
6781,bottled beer,3100
6782,domestic eggs,3100
6783,pip fruit,3101
6784,long life bakery product,3101
6785,canned beer,3102
6786,chocolate,3102
6787,other vegetables,3103
6788,ice cream,3103
6789,pip fruit,3104
6790,salty snack,3104
6791,tropical fruit,3105
6792,pork,3105
6793,hard cheese,3105
6794,berries,3106
6795,bottled beer,3106
6796,meat,3107
6797,pork,3108
6798,whipped/sour cream,3108
6799,pastry,3109
6800,waffles,3109
6801,napkins,3109
6802,newspapers,3110
6803,tropical fruit,3111
6804,brown bread,3111
6805,misc. beverages,3112
6806,grapes,3112
6807,pip fruit,3113
6808,margarine,3113
6809,sugar,3114
6810,root vegetables,3115
6811,butter milk,3115
6812,root vegetables,3116
6813,cream cheese ,3116
6814,newspapers,3117
6815,other vegetables,3118
6816,chicken,3118
6817,sausage,3119
6818,soda,3120
6819,domestic eggs,3120
6820,bottled beer,3121
6821,root vegetables,3121
6822,citrus fruit,3122
6823,yogurt,3122
6824,root vegetables,3123
6825,grapes,3123
6826,frankfurter,3124
6827,salty snack,3124
6828,other vegetables,3125
6829,pastry,3125
6830,UHT/milk,3126
6831,pip fruit,3126
6832,specialty chocolate,3126
6833,pip fruit,3127
6834,pastry,3127
6835,other vegetables,3128
6836,root vegetables,3128
6837,whole milk,3129
6838,margarine,3129
6839,onions,3130
6840,rolls/buns,3130
6841,frankfurter,3131
6842,root vegetables,3131
6843,sausage,3132
6844,misc. beverages,3132
6845,rolls/buns,3133
6846,oil,3133
6847,pork,3134
6848,bottled beer,3134
6849,sausage,3135
6850,bottled water,3135
6851,bottled beer,3135
6852,canned beer,3136
6853,rolls/buns,3136
6854,root vegetables,3137
6855,newspapers,3137
6856,butter,3137
6857,dessert,3139
6858,rolls/buns,3139
6859,hamburger meat,3140
6860,whole milk,3140
6861,frankfurter,3141
6862,fruit/vegetable juice,3141
6863,whole milk,3142
6864,soda,3142
6865,frozen vegetables,3143
6866,whole milk,3144
6867,butter,3144
6868,shopping bags,3144
6869,pork,3145
6870,soda,3145
6871,rolls/buns,3146
6872,specialty bar,3146
6873,margarine,3147
6874,tropical fruit,3148
6875,hamburger meat,3148
6876,citrus fruit,3149
6877,grapes,3149
6878,yogurt,3150
6879,soda,3150
6880,curd,3152
6881,root vegetables,3152
6882,other vegetables,3153
6883,beverages,3153
6884,berries,3154
6885,whole milk,3154
6886,other vegetables,3154
6887,tropical fruit,3155
6888,chocolate,3155
6889,whole milk,3156
6890,whole milk,3156
6891,canned beer,3156
6892,shopping bags,3157
6893,soda,3158
6894,fruit/vegetable juice,3158
6895,hygiene articles,3159
6896,bottled water,3159
6897,candy,3159
6898,chicken,3160
6899,butter milk,3160
6900,citrus fruit,3161
6901,fruit/vegetable juice,3161
6902,beef,3162
6903,ice cream,3162
6904,bottled water,3163
6905,other vegetables,3164
6906,newspapers,3164
6907,newspapers,3165
6908,ham,3166
6909,hamburger meat,3166
6910,whole milk,3166
6911,margarine,3166
6912,other vegetables,3167
6913,domestic eggs,3167
6914,hamburger meat,3168
6915,salty snack,3168
6916,chicken,3169
6917,canned beer,3169
6918,frozen vegetables,3169
6919,whipped/sour cream,3169
6920,frankfurter,3170
6921,curd,3170
6922,chocolate,3171
6923,whole milk,3171
6924,root vegetables,3172
6925,tropical fruit,3172
6926,newspapers,3173
6927,rolls/buns,3173
6928,pip fruit,3174
6929,long life bakery product,3174
6930,pork,3175
6931,pip fruit,3175
6932,chocolate,3175
6933,pastry,3176
6934,butter milk,3176
6935,hygiene articles,3176
6936,yogurt,3177
6937,root vegetables,3178
6938,soda,3178
6939,tropical fruit,3179
6940,butter milk,3179
6941,canned beer,3180
6942,beef,3180
6943,soda,3181
6944,root vegetables,3182
6945,meat,3182
6946,soda,3183
6947,sausage,3184
6948,rolls/buns,3184
6949,citrus fruit,3185
6950,pip fruit,3186
6951,other vegetables,3186
6952,bottled water,3186
6953,beef,3187
6954,other vegetables,3187
6955,pork,3188
6956,butter,3188
6957,napkins,3188
6958,coffee,3188
6959,oil,3189
6960,soda,3190
6961,long life bakery product,3190
6962,domestic eggs,3191
6963,bottled beer,3192
6964,newspapers,3192
6965,bottled water,3192
6966,tropical fruit,3193
6967,pork,3193
6968,cream cheese ,3193
6969,UHT/milk,3193
6970,butter milk,3193
6971,tropical fruit,3194
6972,beverages,3194
6973,UHT/milk,3195
6974,newspapers,3195
6975,oil,3196
6976,butter,3196
6977,whole milk,3197
6978,domestic eggs,3198
6979,pip fruit,3199
6980,yogurt,3199
6981,bottled beer,3200
6982,brown bread,3200
6983,other vegetables,3201
6984,pip fruit,3201
6985,white bread,3201
6986,margarine,3202
6987,butter milk,3202
6988,onions,3203
6989,oil,3203
6990,ham,3204
6991,dessert,3204
6992,yogurt,3204
6993,ice cream,3205
6994,napkins,3205
6995,specialty chocolate,3206
6996,pip fruit,3207
6997,candy,3207
6998,sausage,3208
6999,specialty chocolate,3208
7000,bottled water,3208
7001,chicken,3209
7002,pastry,3209
7003,butter,3210
7004,other vegetables,3210
7005,whole milk,3211
7006,bottled water,3211
7007,chocolate,3212
7008,whole milk,3212
7009,yogurt,3212
7010,other vegetables,3213
7011,frozen vegetables,3213
7012,cream cheese ,3214
7013,yogurt,3214
7014,newspapers,3214
7015,butter,3215
7016,sliced cheese,3215
7017,root vegetables,3216
7018,fruit/vegetable juice,3216
7019,whole milk,3217
7020,yogurt,3217
7021,ham,3218
7022,fruit/vegetable juice,3218
7023,chocolate,3218
7024,other vegetables,3219
7025,newspapers,3219
7026,root vegetables,3220
7027,tropical fruit,3220
7028,tropical fruit,3221
7029,root vegetables,3222
7030,sausage,3222
7031,whole milk,3222
7032,brown bread,3222
7033,oil,3223
7034,misc. beverages,3223
7035,fruit/vegetable juice,3224
7036,napkins,3224
7037,waffles,3225
7038,other vegetables,3225
7039,brown bread,3226
7040,shopping bags,3226
7041,yogurt,3227
7042,specialty chocolate,3227
7043,rolls/buns,3227
7044,onions,3228
7045,ice cream,3228
7046,soda,3228
7047,sliced cheese,3228
7048,pork,3229
7049,hamburger meat,3229
7050,soda,3229
7051,other vegetables,3229
7052,brown bread,3229
7053,bottled water,3229
7054,whole milk,3230
7055,citrus fruit,3231
7056,rolls/buns,3231
7057,tropical fruit,3232
7058,cream cheese ,3232
7059,tropical fruit,3233
7060,whole milk,3233
7061,fruit/vegetable juice,3233
7062,whole milk,3233
7063,other vegetables,3234
7064,berries,3234
7065,misc. beverages,3235
7066,whole milk,3235
7067,onions,3235
7068,yogurt,3235
7069,yogurt,3236
7070,pastry,3236
7071,sausage,3237
7072,sausage,3237
7073,frankfurter,3238
7074,sugar,3239
7075,frankfurter,3240
7076,other vegetables,3240
7077,citrus fruit,3241
7078,pastry,3241
7079,frozen vegetables,3242
7080,yogurt,3242
7081,bottled water,3243
7082,berries,3243
7083,oil,3243
7084,coffee,3244
7085,butter milk,3244
7086,tropical fruit,3245
7087,frozen meals,3245
7088,soda,3246
7089,brown bread,3246
7090,whipped/sour cream,3247
7091,bottled water,3248
7092,butter,3248
7093,waffles,3248
7094,rolls/buns,3249
7095,shopping bags,3249
7096,whole milk,3249
7097,root vegetables,3250
7098,dessert,3250
7099,curd,3251
7100,UHT/milk,3251
7101,chicken,3252
7102,rolls/buns,3253
7103,canned beer,3253
7104,sausage,3254
7105,soda,3254
7106,candy,3254
7107,sausage,3255
7108,onions,3255
7109,misc. beverages,3255
7110,brown bread,3256
7111,yogurt,3256
7112,shopping bags,3257
7113,soda,3257
7114,citrus fruit,3258
7115,whole milk,3258
7116,whole milk,3259
7117,sugar,3259
7118,chocolate,3260
7119,dessert,3260
7120,yogurt,3261
7121,rolls/buns,3261
7122,whole milk,3262
7123,other vegetables,3262
7124,bottled beer,3263
7125,soda,3263
7126,other vegetables,3264
7127,root vegetables,3265
7128,domestic eggs,3265
7129,root vegetables,3266
7130,bottled water,3266
7131,whipped/sour cream,3267
7132,beverages,3268
7133,bottled water,3268
7134,soda,3269
7135,oil,3269
7136,chicken,3270
7137,root vegetables,3270
7138,other vegetables,3271
7139,grapes,3271
7140,chocolate,3272
7141,frankfurter,3273
7142,whole milk,3273
7143,pork,3274
7144,butter,3274
7145,meat,3275
7146,whole milk,3275
7147,frankfurter,3276
7148,butter milk,3276
7149,misc. beverages,3277
7150,root vegetables,3278
7151,onions,3278
7152,UHT/milk,3278
7153,frankfurter,3279
7154,chicken,3279
7155,rolls/buns,3279
7156,frankfurter,3279
7157,other vegetables,3279
7158,coffee,3279
7159,long life bakery product,3279
7160,domestic eggs,3279
7161,other vegetables,3280
7162,bottled water,3280
7163,bottled water,3281
7164,butter milk,3281
7165,butter,3281
7166,soda,3281
7167,specialty bar,3282
7168,butter milk,3283
7169,waffles,3283
7170,canned beer,3284
7171,rolls/buns,3284
7172,curd,3285
7173,yogurt,3286
7174,whole milk,3286
7175,waffles,3286
7176,fruit/vegetable juice,3287
7177,whole milk,3287
7178,frozen vegetables,3287
7179,rolls/buns,3287
7180,pork,3288
7181,yogurt,3288
7182,napkins,3288
7183,tropical fruit,3289
7184,citrus fruit,3289
7185,whipped/sour cream,3289
7186,soda,3290
7187,sausage,3290
7188,yogurt,3290
7189,root vegetables,3290
7190,bottled water,3291
7191,berries,3291
7192,oil,3292
7193,bottled beer,3292
7194,yogurt,3293
7195,waffles,3293
7196,yogurt,3294
7197,whole milk,3294
7198,ham,3295
7199,beef,3295
7200,sliced cheese,3295
7201,butter milk,3295
7202,ham,3296
7203,whole milk,3296
7204,frankfurter,3297
7205,whipped/sour cream,3297
7206,chicken,3298
7207,pastry,3298
7208,whole milk,3299
7209,beef,3300
7210,beef,3301
7211,long life bakery product,3301
7212,berries,3301
7213,root vegetables,3302
7214,root vegetables,3302
7215,onions,3303
7216,UHT/milk,3303
7217,rolls/buns,3304
7218,canned beer,3305
7219,ham,3306
7220,chicken,3306
7221,pork,3307
7222,berries,3309
7223,curd,3309
7224,specialty chocolate,3310
7225,hygiene articles,3311
7226,white bread,3311
7227,whole milk,3312
7228,bottled water,3312
7229,UHT/milk,3312
7230,candy,3312
7231,citrus fruit,3313
7232,waffles,3313
7233,other vegetables,3314
7234,specialty bar,3314
7235,grapes,3315
7236,butter,3316
7237,pastry,3316
7238,whole milk,3317
7239,shopping bags,3317
7240,yogurt,3317
7241,canned beer,3317
7242,margarine,3318
7243,citrus fruit,3318
7244,oil,3318
7245,hamburger meat,3319
7246,salty snack,3319
7247,yogurt,3320
7248,fruit/vegetable juice,3320
7249,beef,3321
7250,root vegetables,3321
7251,margarine,3322
7252,other vegetables,3323
7253,soda,3323
7254,soda,3323
7255,hamburger meat,3324
7256,whole milk,3324
7257,citrus fruit,3324
7258,napkins,3324
7259,curd,3325
7260,soda,3325
7261,root vegetables,3326
7262,waffles,3326
7263,cream cheese ,3326
7264,other vegetables,3327
7265,canned beer,3327
7266,frankfurter,3329
7267,bottled water,3329
7268,onions,3329
7269,onions,3330
7270,whipped/sour cream,3330
7271,long life bakery product,3331
7272,butter milk,3332
7273,hard cheese,3332
7274,soda,3333
7275,newspapers,3333
7276,butter,3334
7277,pip fruit,3335
7278,domestic eggs,3335
7279,brown bread,3336
7280,sugar,3336
7281,beef,3336
7282,citrus fruit,3336
7283,yogurt,3336
7284,cream cheese ,3337
7285,rolls/buns,3337
7286,sausage,3338
7287,brown bread,3338
7288,other vegetables,3339
7289,pork,3340
7290,root vegetables,3340
7291,sugar,3341
7292,other vegetables,3342
7293,brown bread,3342
7294,soda,3343
7295,fruit/vegetable juice,3343
7296,dessert,3344
7297,long life bakery product,3345
7298,butter milk,3345
7299,pastry,3346
7300,shopping bags,3346
7301,other vegetables,3347
7302,soda,3347
7303,shopping bags,3348
7304,long life bakery product,3348
7305,pip fruit,3349
7306,bottled beer,3349
7307,hamburger meat,3350
7308,yogurt,3350
7309,citrus fruit,3351
7310,butter,3351
7311,chocolate,3351
7312,citrus fruit,3352
7313,tropical fruit,3352
7314,yogurt,3353
7315,rolls/buns,3353
7316,berries,3353
7317,whole milk,3353
7318,brown bread,3353
7319,newspapers,3353
7320,chicken,3354
7321,butter,3354
7322,shopping bags,3355
7323,whipped/sour cream,3355
7324,pork,3356
7325,ice cream,3356
7326,yogurt,3356
7327,canned beer,3357
7328,tropical fruit,3357
7329,whole milk,3358
7330,margarine,3359
7331,bottled water,3360
7332,chicken,3360
7333,other vegetables,3360
7334,whole milk,3361
7335,yogurt,3361
7336,napkins,3362
7337,soda,3362
7338,newspapers,3363
7339,other vegetables,3363
7340,butter,3364
7341,other vegetables,3365
7342,tropical fruit,3365
7343,butter,3365
7344,shopping bags,3365
7345,soda,3366
7346,onions,3366
7347,cream cheese ,3366
7348,sugar,3367
7349,other vegetables,3367
7350,fruit/vegetable juice,3368
7351,sausage,3368
7352,sausage,3368
7353,domestic eggs,3368
7354,cream cheese ,3369
7355,yogurt,3370
7356,ham,3372
7357,whole milk,3372
7358,candy,3372
7359,sausage,3373
7360,newspapers,3373
7361,hamburger meat,3374
7362,rolls/buns,3374
7363,whole milk,3375
7364,beef,3376
7365,frozen vegetables,3377
7366,bottled beer,3378
7367,bottled water,3378
7368,pip fruit,3379
7369,soda,3379
7370,shopping bags,3380
7371,ice cream,3381
7372,butter,3381
7373,pip fruit,3382
7374,fruit/vegetable juice,3382
7375,oil,3383
7376,canned beer,3383
7377,misc. beverages,3384
7378,sausage,3385
7379,sliced cheese,3385
7380,salty snack,3385
7381,sausage,3386
7382,chicken,3386
7383,margarine,3386
7384,yogurt,3386
7385,sliced cheese,3387
7386,sugar,3387
7387,rolls/buns,3388
7388,other vegetables,3388
7389,tropical fruit,3389
7390,margarine,3389
7391,margarine,3390
7392,chocolate,3390
7393,yogurt,3391
7394,tropical fruit,3392
7395,pastry,3392
7396,newspapers,3392
7397,root vegetables,3393
7398,yogurt,3393
7399,tropical fruit,3393
7400,shopping bags,3393
7401,misc. beverages,3395
7402,dessert,3395
7403,bottled beer,3396
7404,bottled water,3396
7405,chicken,3397
7406,rolls/buns,3398
7407,UHT/milk,3398
7408,pip fruit,3399
7409,curd,3399
7410,pork,3399
7411,curd,3399
7412,whipped/sour cream,3399
7413,whole milk,3399
7414,pork,3401
7415,chocolate,3401
7416,other vegetables,3402
7417,rolls/buns,3402
7418,root vegetables,3402
7419,tropical fruit,3403
7420,other vegetables,3403
7421,dessert,3404
7422,brown bread,3405
7423,coffee,3405
7424,UHT/milk,3406
7425,soda,3406
7426,curd,3407
7427,yogurt,3407
7428,domestic eggs,3407
7429,pip fruit,3408
7430,fruit/vegetable juice,3408
7431,citrus fruit,3409
7432,whole milk,3409
7433,pastry,3410
7434,curd,3410
7435,pork,3411
7436,yogurt,3411
7437,whole milk,3411
7438,frankfurter,3412
7439,sausage,3413
7440,chicken,3414
7441,tropical fruit,3415
7442,butter milk,3415
7443,beef,3416
7444,meat,3416
7445,soda,3418
7446,whole milk,3419
7447,citrus fruit,3419
7448,whole milk,3420
7449,root vegetables,3421
7450,chocolate,3421
7451,napkins,3422
7452,whipped/sour cream,3423
7453,tropical fruit,3424
7454,hygiene articles,3424
7455,chocolate,3425
7456,rolls/buns,3425
7457,pip fruit,3426
7458,bottled water,3426
7459,sliced cheese,3427
7460,napkins,3427
7461,tropical fruit,3428
7462,other vegetables,3428
7463,bottled water,3429
7464,sugar,3429
7465,chocolate,3430
7466,yogurt,3431
7467,whipped/sour cream,3431
7468,pastry,3432
7469,root vegetables,3432
7470,sausage,3433
7471,pip fruit,3433
7472,butter milk,3434
7473,beverages,3434
7474,butter,3434
7475,other vegetables,3435
7476,whole milk,3436
7477,whipped/sour cream,3436
7478,meat,3437
7479,pip fruit,3437
7480,domestic eggs,3438
7481,tropical fruit,3438
7482,beef,3439
7483,other vegetables,3439
7484,beverages,3440
7485,whole milk,3440
7486,cream cheese ,3441
7487,domestic eggs,3441
7488,canned beer,3442
7489,other vegetables,3442
7490,dessert,3443
7491,sausage,3444
7492,root vegetables,3445
7493,rolls/buns,3445
7494,UHT/milk,3445
7495,cream cheese ,3446
7496,other vegetables,3447
7497,white bread,3447
7498,root vegetables,3448
7499,shopping bags,3448
7500,brown bread,3449
7501,long life bakery product,3449
7502,whole milk,3450
7503,frankfurter,3451
7504,root vegetables,3451
7505,yogurt,3452
7506,brown bread,3452
7507,tropical fruit,3453
7508,oil,3453
7509,rolls/buns,3454
7510,citrus fruit,3455
7511,citrus fruit,3455
7512,bottled water,3455
7513,pastry,3455
7514,canned beer,3456
7515,bottled beer,3457
7516,newspapers,3457
7517,napkins,3457
7518,newspapers,3458
7519,berries,3459
7520,pastry,3459
7521,chicken,3460
7522,soda,3460
7523,rolls/buns,3461
7524,bottled water,3461
7525,other vegetables,3461
7526,other vegetables,3461
7527,butter,3461
7528,yogurt,3461
7529,rolls/buns,3461
7530,citrus fruit,3461
7531,curd,3462
7532,soda,3462
7533,rolls/buns,3463
7534,yogurt,3463
7535,butter,3464
7536,candy,3464
7537,UHT/milk,3465
7538,tropical fruit,3466
7539,soda,3466
7540,ham,3467
7541,specialty bar,3467
7542,tropical fruit,3468
7543,candy,3468
7544,fruit/vegetable juice,3468
7545,pork,3469
7546,bottled water,3470
7547,soda,3470
7548,pip fruit,3471
7549,bottled water,3471
7550,whole milk,3472
7551,pastry,3472
7552,chocolate,3473
7553,sliced cheese,3473
7554,bottled water,3473
7555,oil,3473
7556,beef,3474
7557,other vegetables,3474
7558,chicken,3475
7559,chocolate,3475
7560,other vegetables,3476
7561,brown bread,3476
7562,specialty chocolate,3477
7563,onions,3477
7564,citrus fruit,3478
7565,tropical fruit,3479
7566,bottled beer,3479
7567,other vegetables,3479
7568,oil,3479
7569,yogurt,3480
7570,whole milk,3481
7571,pip fruit,3481
7572,sausage,3482
7573,whole milk,3482
7574,UHT/milk,3483
7575,fruit/vegetable juice,3484
7576,bottled water,3484
7577,chocolate,3485
7578,tropical fruit,3485
7579,tropical fruit,3486
7580,white bread,3486
7581,tropical fruit,3487
7582,beverages,3487
7583,yogurt,3488
7584,bottled beer,3488
7585,rolls/buns,3488
7586,yogurt,3488
7587,sugar,3488
7588,tropical fruit,3489
7589,grapes,3489
7590,sausage,3489
7591,grapes,3489
7592,fruit/vegetable juice,3489
7593,curd,3489
7594,other vegetables,3489
7595,whipped/sour cream,3489
7596,pip fruit,3490
7597,root vegetables,3490
7598,soda,3491
7599,napkins,3491
7600,newspapers,3492
7601,margarine,3492
7602,other vegetables,3493
7603,yogurt,3493
7604,pip fruit,3494
7605,tropical fruit,3494
7606,whole milk,3494
7607,frozen vegetables,3495
7608,rolls/buns,3496
7609,berries,3496
7610,other vegetables,3497
7611,newspapers,3497
7612,other vegetables,3498
7613,whole milk,3499
7614,canned beer,3499
7615,newspapers,3499
7616,whipped/sour cream,3499
7617,whole milk,3500
7618,specialty bar,3500
7619,citrus fruit,3501
7620,pip fruit,3501
7621,sugar,3502
7622,pork,3503
7623,rolls/buns,3503
7624,tropical fruit,3504
7625,specialty bar,3504
7626,whole milk,3504
7627,tropical fruit,3505
7628,pastry,3505
7629,soda,3506
7630,bottled water,3506
7631,butter,3506
7632,rolls/buns,3507
7633,whipped/sour cream,3507
7634,coffee,3508
7635,tropical fruit,3508
7636,tropical fruit,3509
7637,whole milk,3509
7638,long life bakery product,3509
7639,frozen vegetables,3510
7640,yogurt,3510
7641,shopping bags,3510
7642,root vegetables,3511
7643,coffee,3511
7644,sliced cheese,3511
7645,newspapers,3511
7646,yogurt,3512
7647,whole milk,3513
7648,rolls/buns,3513
7649,beef,3514
7650,domestic eggs,3514
7651,beef,3515
7652,chocolate,3515
7653,hygiene articles,3516
7654,chocolate,3516
7655,napkins,3517
7656,other vegetables,3517
7657,whole milk,3518
7658,rolls/buns,3518
7659,hamburger meat,3519
7660,onions,3519
7661,pip fruit,3520
7662,frozen vegetables,3520
7663,hamburger meat,3521
7664,canned beer,3521
7665,other vegetables,3521
7666,frankfurter,3522
7667,chicken,3522
7668,onions,3522
7669,whole milk,3522
7670,UHT/milk,3522
7671,bottled beer,3522
7672,UHT/milk,3523
7673,UHT/milk,3523
7674,bottled water,3524
7675,tropical fruit,3525
7676,whole milk,3525
7677,whole milk,3525
7678,pork,3526
7679,whole milk,3527
7680,whipped/sour cream,3527
7681,oil,3528
7682,fruit/vegetable juice,3528
7683,yogurt,3529
7684,whipped/sour cream,3529
7685,curd,3530
7686,bottled water,3530
7687,tropical fruit,3530
7688,other vegetables,3530
7689,canned beer,3531
7690,whipped/sour cream,3531
7691,chocolate,3532
7692,whole milk,3532
7693,hamburger meat,3532
7694,other vegetables,3532
7695,whole milk,3533
7696,onions,3533
7697,meat,3534
7698,whipped/sour cream,3534
7699,pastry,3535
7700,candy,3535
7701,dessert,3536
7702,shopping bags,3536
7703,cream cheese ,3537
7704,whole milk,3537
7705,shopping bags,3538
7706,whole milk,3539
7707,berries,3539
7708,specialty chocolate,3539
7709,white bread,3539
7710,whole milk,3540
7711,bottled beer,3540
7712,canned beer,3541
7713,other vegetables,3541
7714,margarine,3541
7715,bottled water,3542
7716,hamburger meat,3542
7717,pastry,3542
7718,other vegetables,3543
7719,other vegetables,3543
7720,yogurt,3544
7721,frozen vegetables,3544
7722,whole milk,3545
7723,whole milk,3545
7724,whole milk,3546
7725,frankfurter,3546
7726,yogurt,3546
7727,pip fruit,3546
7728,dessert,3546
7729,soda,3546
7730,margarine,3546
7731,citrus fruit,3547
7732,yogurt,3547
7733,UHT/milk,3547
7734,ham,3548
7735,berries,3548
7736,soda,3549
7737,rolls/buns,3549
7738,napkins,3549
7739,candy,3550
7740,whole milk,3551
7741,tropical fruit,3551
7742,napkins,3552
7743,canned beer,3553
7744,soda,3553
7745,frozen vegetables,3553
7746,other vegetables,3554
7747,dessert,3554
7748,rolls/buns,3555
7749,sugar,3555
7750,other vegetables,3556
7751,whole milk,3556
7752,other vegetables,3557
7753,sliced cheese,3557
7754,sausage,3558
7755,frozen vegetables,3558
7756,rolls/buns,3559
7757,curd,3560
7758,napkins,3561
7759,bottled beer,3561
7760,tropical fruit,3562
7761,canned beer,3562
7762,hygiene articles,3562
7763,pork,3563
7764,onions,3563
7765,tropical fruit,3563
7766,soda,3563
7767,pastry,3563
7768,beef,3564
7769,whole milk,3564
7770,citrus fruit,3564
7771,shopping bags,3565
7772,pork,3565
7773,whole milk,3565
7774,onions,3565
7775,bottled beer,3565
7776,canned beer,3565
7777,hamburger meat,3567
7778,coffee,3567
7779,shopping bags,3568
7780,napkins,3568
7781,sausage,3569
7782,rolls/buns,3569
7783,rolls/buns,3570
7784,yogurt,3570
7785,soda,3571
7786,butter,3572
7787,root vegetables,3573
7788,berries,3573
7789,root vegetables,3574
7790,hamburger meat,3575
7791,berries,3575
7792,cream cheese ,3575
7793,other vegetables,3576
7794,whole milk,3576
7795,root vegetables,3577
7796,pastry,3578
7797,root vegetables,3578
7798,whole milk,3579
7799,pastry,3579
7800,yogurt,3579
7801,tropical fruit,3580
7802,citrus fruit,3581
7803,other vegetables,3581
7804,pip fruit,3582
7805,rolls/buns,3582
7806,fruit/vegetable juice,3583
7807,hamburger meat,3583
7808,specialty chocolate,3583
7809,bottled water,3583
7810,chicken,3584
7811,rolls/buns,3584
7812,yogurt,3584
7813,pastry,3584
7814,frozen vegetables,3585
7815,other vegetables,3585
7816,citrus fruit,3586
7817,rolls/buns,3586
7818,sugar,3587
7819,frozen vegetables,3587
7820,brown bread,3588
7821,rolls/buns,3588
7822,tropical fruit,3589
7823,yogurt,3589
7824,other vegetables,3590
7825,other vegetables,3591
7826,sausage,3591
7827,tropical fruit,3591
7828,frozen meals,3591
7829,hygiene articles,3591
7830,rolls/buns,3591
7831,tropical fruit,3592
7832,citrus fruit,3592
7833,pork,3593
7834,soda,3593
7835,yogurt,3594
7836,citrus fruit,3594
7837,soda,3595
7838,brown bread,3595
7839,pip fruit,3596
7840,hygiene articles,3596
7841,domestic eggs,3596
7842,hard cheese,3596
7843,tropical fruit,3597
7844,other vegetables,3597
7845,shopping bags,3598
7846,yogurt,3599
7847,hamburger meat,3600
7848,other vegetables,3600
7849,whole milk,3601
7850,bottled water,3601
7851,grapes,3602
7852,frozen vegetables,3602
7853,other vegetables,3603
7854,canned beer,3604
7855,yogurt,3604
7856,cream cheese ,3605
7857,white bread,3605
7858,rolls/buns,3606
7859,hard cheese,3606
7860,other vegetables,3607
7861,white bread,3607
7862,fruit/vegetable juice,3608
7863,other vegetables,3609
7864,soda,3609
7865,frankfurter,3610
7866,onions,3610
7867,other vegetables,3611
7868,whole milk,3611
7869,brown bread,3611
7870,hard cheese,3611
7871,waffles,3611
7872,whole milk,3612
7873,sausage,3613
7874,grapes,3613
7875,pastry,3614
7876,whole milk,3614
7877,citrus fruit,3614
7878,newspapers,3614
7879,tropical fruit,3615
7880,whole milk,3616
7881,frozen meals,3616
7882,hard cheese,3617
7883,margarine,3617
7884,rolls/buns,3617
7885,other vegetables,3618
7886,fruit/vegetable juice,3618
7887,pork,3619
7888,rolls/buns,3619
7889,citrus fruit,3620
7890,other vegetables,3620
7891,frozen vegetables,3620
7892,waffles,3620
7893,sausage,3621
7894,citrus fruit,3621
7895,other vegetables,3622
7896,bottled beer,3622
7897,brown bread,3623
7898,whole milk,3623
7899,white bread,3623
7900,ham,3624
7901,pastry,3624
7902,soda,3625
7903,curd,3625
7904,citrus fruit,3626
7905,whipped/sour cream,3626
7906,sausage,3627
7907,fruit/vegetable juice,3627
7908,sausage,3628
7909,curd,3628
7910,bottled water,3628
7911,frozen meals,3628
7912,dessert,3629
7913,bottled beer,3630
7914,whipped/sour cream,3630
7915,pork,3631
7916,fruit/vegetable juice,3631
7917,beef,3632
7918,specialty chocolate,3632
7919,frozen meals,3633
7920,specialty chocolate,3633
7921,brown bread,3633
7922,rolls/buns,3634
7923,yogurt,3635
7924,root vegetables,3635
7925,other vegetables,3636
7926,root vegetables,3636
7927,bottled water,3636
7928,whole milk,3637
7929,beef,3637
7930,canned beer,3637
7931,beef,3638
7932,brown bread,3638
7933,yogurt,3639
7934,yogurt,3640
7935,beef,3641
7936,whole milk,3641
7937,root vegetables,3642
7938,whole milk,3642
7939,white bread,3643
7940,bottled water,3643
7941,brown bread,3644
7942,brown bread,3644
7943,pork,3645
7944,frozen vegetables,3645
7945,salty snack,3646
7946,butter milk,3646
7947,yogurt,3647
7948,frozen meals,3647
7949,pastry,3648
7950,domestic eggs,3649
7951,frozen vegetables,3649
7952,citrus fruit,3650
7953,berries,3650
7954,bottled water,3651
7955,brown bread,3651
7956,salty snack,3652
7957,white bread,3653
7958,whole milk,3654
7959,fruit/vegetable juice,3654
7960,chicken,3655
7961,specialty chocolate,3655
7962,chocolate,3656
7963,coffee,3657
7964,butter,3657
7965,tropical fruit,3658
7966,butter,3658
7967,margarine,3659
7968,berries,3660
7969,hamburger meat,3660
7970,sausage,3661
7971,pastry,3661
7972,ice cream,3661
7973,hamburger meat,3662
7974,whole milk,3662
7975,soda,3663
7976,whole milk,3664
7977,whole milk,3664
7978,pip fruit,3665
7979,rolls/buns,3665
7980,butter milk,3666
7981,bottled water,3666
7982,sausage,3667
7983,whole milk,3667
7984,dessert,3667
7985,bottled water,3668
7986,whole milk,3668
7987,rolls/buns,3668
7988,citrus fruit,3669
7989,pork,3669
7990,napkins,3669
7991,domestic eggs,3669
7992,chocolate,3670
7993,long life bakery product,3670
7994,rolls/buns,3671
7995,yogurt,3671
7996,fruit/vegetable juice,3671
7997,bottled beer,3672
7998,grapes,3672
7999,other vegetables,3672
8000,bottled water,3672
8001,whipped/sour cream,3673
8002,curd,3673
8003,soda,3674
8004,rolls/buns,3675
8005,whole milk,3675
8006,citrus fruit,3676
8007,tropical fruit,3676
8008,yogurt,3677
