,itemDescription,InvoiceNum
11212,other vegetables,4332
11213,coffee,4332
11214,UHT/milk,4333
11215,cream cheese ,4333
11216,rolls/buns,4334
11217,semi/finished bread,4334
11218,fruit/vegetable juice,4334
11219,whole milk,4335
11220,bottled beer,4335
11221,rolls/buns,4336
11222,brown bread,4336
11223,whole milk,4336
11224,pasta,4336
11225,curd,4336
11226,butter milk,4336
11227,tropical fruit,4337
11228,spices,4337
11229,pork,4338
11230,sugar,4338
11231,pip fruit,4339
11232,curd cheese,4339
11233,citrus fruit,4340
11234,yogurt,4340
11235,soda,4341
11236,pastry,4341
11237,chicken,4342
11238,coffee,4342
11239,bottled beer,4343
11240,bottled beer,4343
11241,root vegetables,4344
11242,oil,4344
11243,soda,4345
11244,other vegetables,4345
11245,tropical fruit,4346
11246,red/blush wine,4346
11247,root vegetables,4347
11248,other vegetables,4347
11249,bottled water,4348
11250,brown bread,4348
11251,sausage,4349
11252,other vegetables,4349
11253,waffles,4349
11254,sauces,4350
11255,rolls/buns,4350
11256,soda,4350
11257,whipped/sour cream,4350
11258,canned fish,4351
11259,cream cheese ,4351
11260,whole milk,4352
11261,newspapers,4352
11262,citrus fruit,4353
11263,soda,4353
11264,tropical fruit,4354
11265,mayonnaise,4354
11266,liquor,4354
11267,pork,4355
11268,specialty chocolate,4355
11269,fruit/vegetable juice,4356
11270,butter,4356
11271,grapes,4357
11272,domestic eggs,4357
11273,bottled beer,4358
11274,rolls/buns,4358
11275,waffles,4358
11276,citrus fruit,4359
11277,long life bakery product,4359
11278,detergent,4360
11279,salty snack,4360
11280,meat,4361
11281,rum,4361
11282,citrus fruit,4362
11283,whole milk,4362
11284,tropical fruit,4363
11285,pickled vegetables,4363
11286,bottled beer,4363
11287,bottled beer,4364
11288,citrus fruit,4364
11289,frozen potato products,4364
11290,fruit/vegetable juice,4364
11291,sugar,4364
11292,sauces,4364
11293,canned beer,4365
11294,ham,4365
11295,fish,4366
11296,root vegetables,4366
11297,sausage,4367
11298,curd,4367
11299,whole milk,4368
11300,hamburger meat,4368
11301,soft cheese,4368
11302,long life bakery product,4368
11303,margarine,4368
11304,bottled beer,4368
11305,frankfurter,4369
11306,meat,4369
11307,roll products ,4369
11308,pip fruit,4369
11309,beef,4370
11310,ice cream,4370
11311,citrus fruit,4371
11312,butter,4371
11313,rolls/buns,4372
11314,rolls/buns,4372
11315,citrus fruit,4373
11316,sugar,4373
11317,specialty chocolate,4373
11318,berries,4374
11319,yogurt,4374
11320,chicken,4375
11321,long life bakery product,4375
11322,other vegetables,4376
11323,pastry,4376
11324,brown bread,4377
11325,bottled water,4377
11326,domestic eggs,4377
11327,rolls/buns,4378
11328,cereals,4378
11329,other vegetables,4379
11330,frozen vegetables,4379
11331,turkey,4380
11332,whipped/sour cream,4380
11333,butter,4380
11334,other vegetables,4381
11335,sliced cheese,4381
11336,male cosmetics,4382
11337,soda,4382
11338,rolls/buns,4383
11339,soft cheese,4383
11340,pastry,4384
11341,frozen fish,4384
11342,chicken,4385
11343,shopping bags,4385
11344,pastry,4386
11345,frankfurter,4386
11346,long life bakery product,4386
11347,whipped/sour cream,4386
11348,whole milk,4387
11349,brown bread,4387
11350,frozen meals,4388
11351,onions,4388
11352,pip fruit,4389
11353,butter,4389
11354,bottled water,4389
11355,rolls/buns,4390
11356,hard cheese,4390
11357,female sanitary products,4391
11358,domestic eggs,4391
11359,soups,4392
11360,coffee,4392
11361,yogurt,4393
11362,salty snack,4393
11363,beef,4394
11364,male cosmetics,4394
11365,sausage,4395
11366,beef,4395
11367,salty snack,4395
11368,chicken,4396
11369,root vegetables,4396
11370,frankfurter,4397
11371,female sanitary products,4397
11372,beef,4398
11373,salt,4398
11374,dessert,4399
11375,coffee,4399
11376,whole milk,4399
11377,cream cheese ,4399
11378,other vegetables,4400
11379,butter,4400
11380,other vegetables,4401
11381,waffles,4401
11382,butter,4401
11383,bottled water,4402
11384,soda,4402
11385,male cosmetics,4403
11386,roll products ,4403
11387,pastry,4403
11388,frankfurter,4404
11389,UHT/milk,4404
11390,other vegetables,4405
11391,vinegar,4405
11392,frankfurter,4406
11393,domestic eggs,4406
11394,frozen dessert,4406
11395,whipped/sour cream,4407
11396,yogurt,4407
11397,ham,4408
11398,beverages,4408
11399,margarine,4408
11400,ham,4409
11401,misc. beverages,4409
11402,pork,4410
11403,curd,4410
11404,onions,4411
11405,soda,4411
11406,shopping bags,4412
11407,whole milk,4412
11408,oil,4413
11409,bottled beer,4413
11410,yogurt,4413
11411,frankfurter,4414
11412,soda,4414
11413,other vegetables,4414
11414,rolls/buns,4414
11415,rolls/buns,4414
11416,popcorn,4415
11417,pork,4415
11418,margarine,4415
11419,beef,4415
11420,butter,4415
11421,rolls/buns,4416
11422,flour,4416
11423,other vegetables,4417
11424,cream cheese ,4417
11425,ham,4418
11426,chicken,4418
11427,canned beer,4418
11428,other vegetables,4418
11429,napkins,4418
11430,citrus fruit,4419
11431,other vegetables,4419
11432,tropical fruit,4420
11433,soda,4420
11434,whipped/sour cream,4420
11435,other vegetables,4421
11436,citrus fruit,4421
11437,whole milk,4421
11438,frankfurter,4421
11439,zwieback,4421
11440,other vegetables,4421
11441,domestic eggs,4421
11442,brown bread,4421
11443,sugar,4421
11444,soda,4422
11445,whipped/sour cream,4422
11446,sausage,4423
11447,canned beer,4423
11448,sausage,4424
11449,soda,4424
11450,bottled water,4425
11451,whole milk,4425
11452,whole milk,4426
11453,sugar,4426
11454,beverages,4427
11455,newspapers,4427
11456,specialty bar,4428
11457,domestic eggs,4428
11458,whole milk,4429
11459,dessert,4429
11460,fruit/vegetable juice,4430
11461,salty snack,4430
11462,hamburger meat,4431
11463,pip fruit,4431
11464,rolls/buns,4431
11465,dishes,4431
11466,rolls/buns,4432
11467,bottled beer,4432
11468,citrus fruit,4433
11469,bottled water,4433
11470,napkins,4433
11471,tropical fruit,4434
11472,rolls/buns,4434
11473,root vegetables,4434
11474,specialty cheese,4435
11475,misc. beverages,4435
11476,beef,4436
11477,root vegetables,4436
11478,dessert,4437
11479,red/blush wine,4437
11480,pip fruit,4438
11481,whole milk,4438
11482,butter milk,4438
11483,yogurt,4438
11484,frankfurter,4439
11485,soda,4439
11486,margarine,4440
11487,rolls/buns,4440
11488,seasonal products,4440
11489,whole milk,4441
11490,bottled beer,4441
11491,onions,4442
11492,waffles,4442
11493,pip fruit,4443
11494,cling film/bags,4443
11495,beef,4444
11496,dessert,4444
11497,hamburger meat,4445
11498,soda,4445
11499,pastry,4446
11500,liquor (appetizer),4446
11501,sliced cheese,4446
11502,root vegetables,4447
11503,cream cheese ,4447
11504,beef,4448
11505,bottled beer,4448
11506,specialty chocolate,4448
11507,yogurt,4448
11508,whole milk,4448
11509,specialty bar,4449
11510,pastry,4449
11511,root vegetables,4450
11512,chocolate,4450
11513,candy,4450
11514,citrus fruit,4451
11515,whole milk,4451
11516,beef,4452
11517,whole milk,4452
11518,frozen vegetables,4452
11519,soda,4452
11520,shopping bags,4453
11521,hygiene articles,4453
11522,canned beer,4454
11523,red/blush wine,4454
11524,salty snack,4454
11525,soda,4455
11526,UHT/milk,4455
11527,dessert,4455
11528,napkins,4455
11529,other vegetables,4456
11530,pip fruit,4456
11531,canned beer,4457
11532,sliced cheese,4457
11533,tropical fruit,4458
11534,canned fish,4458
11535,other vegetables,4459
11536,shopping bags,4459
11537,misc. beverages,4460
11538,margarine,4460
11539,whole milk,4461
11540,curd,4461
11541,yogurt,4461
11542,candy,4461
11543,meat,4462
11544,house keeping products,4462
11545,soda,4463
11546,tropical fruit,4463
11547,other vegetables,4463
11548,bottled water,4463
11549,whole milk,4464
11550,flour,4464
11551,beef,4465
11552,sliced cheese,4465
11553,long life bakery product,4466
11554,onions,4466
11555,chicken,4467
11556,cream,4467
11557,citrus fruit,4468
11558,rolls/buns,4468
11559,coffee,4469
11560,rolls/buns,4469
11561,chicken,4470
11562,citrus fruit,4470
11563,sugar,4470
11564,soft cheese,4471
11565,pork,4471
11566,white bread,4471
11567,fruit/vegetable juice,4471
11568,berries,4472
11569,grapes,4472
11570,onions,4472
11571,other vegetables,4473
11572,citrus fruit,4473
11573,specialty chocolate,4474
11574,butter milk,4474
11575,domestic eggs,4475
11576,sausage,4475
11577,bottled water,4475
11578,curd,4475
11579,frozen meals,4475
11580,hygiene articles,4475
11581,chocolate,4475
11582,rolls/buns,4475
11583,whole milk,4476
11584,ice cream,4476
11585,coffee,4477
11586,sauces,4477
11587,turkey,4478
11588,newspapers,4478
11589,white wine,4478
11590,frankfurter,4479
11591,root vegetables,4479
11592,pork,4480
11593,curd,4480
11594,tropical fruit,4481
11595,rolls/buns,4481
11596,frozen meals,4482
11597,tidbits,4482
11598,prosecco,4483
11599,onions,4483
11600,other vegetables,4484
11601,bottled beer,4484
11602,long life bakery product,4485
11603,brown bread,4485
11604,popcorn,4485
11605,chicken,4486
11606,sliced cheese,4486
11607,pork,4487
11608,detergent,4487
11609,bottled beer,4487
11610,soda,4488
11611,liquor (appetizer),4488
11612,citrus fruit,4489
11613,whole milk,4489
11614,rolls/buns,4489
11615,pastry,4489
11616,whipped/sour cream,4489
11617,hamburger meat,4490
11618,tropical fruit,4490
11619,soda,4490
11620,ham,4491
11621,rolls/buns,4491
11622,citrus fruit,4492
11623,herbs,4492
11624,pudding powder,4492
11625,frozen vegetables,4493
11626,canned beer,4493
11627,onions,4494
11628,coffee,4494
11629,dog food,4495
11630,pastry,4495
11631,rolls/buns,4496
11632,pip fruit,4496
11633,frankfurter,4497
11634,cream cheese ,4497
11635,pork,4498
11636,root vegetables,4498
11637,hamburger meat,4498
11638,frankfurter,4498
11639,coffee,4498
11640,curd,4498
11641,cake bar,4498
11642,soda,4498
11643,bottled beer,4499
11644,other vegetables,4499
11645,butter,4499
11646,root vegetables,4500
11647,whole milk,4500
11648,bottled beer,4501
11649,rolls/buns,4501
11650,other vegetables,4501
11651,cat food,4502
11652,tropical fruit,4502
11653,onions,4502
11654,tidbits,4502
11655,napkins,4503
11656,photo/film,4503
11657,sausage,4504
11658,rolls/buns,4504
11659,pork,4505
11660,hamburger meat,4505
11661,whole milk,4505
11662,whole milk,4505
11663,fruit/vegetable juice,4505
11664,frankfurter,4506
11665,specialty bar,4506
11666,whole milk,4506
11667,rice,4506
11668,dishes,4506
11669,pork,4507
11670,whole milk,4507
11671,domestic eggs,4507
11672,sweet spreads,4507
11673,curd,4508
11674,beef,4508
11675,napkins,4508
11676,butter,4509
11677,pastry,4509
11678,whole milk,4510
11679,canned beer,4510
11680,processed cheese,4510
11681,other vegetables,4511
11682,newspapers,4511
11683,canned beer,4512
11684,canned beer,4512
11685,dessert,4512
11686,packaged fruit/vegetables,4512
11687,flour,4512
11688,meat spreads,4512
11689,butter,4513
11690,soda,4513
11691,citrus fruit,4514
11692,pastry,4514
11693,salt,4514
11694,curd,4515
11695,other vegetables,4515
11696,hamburger meat,4516
11697,dessert,4516
11698,newspapers,4516
11699,bottled water,4517
11700,butter milk,4517
11701,yogurt,4518
11702,white bread,4518
11703,soda,4519
11704,red/blush wine,4519
11705,root vegetables,4519
11706,butter milk,4519
11707,curd,4520
11708,napkins,4520
11709,rolls/buns,4521
11710,flower (seeds),4521
11711,hamburger meat,4522
11712,newspapers,4522
11713,whole milk,4523
11714,white bread,4523
11715,bottled beer,4524
11716,whole milk,4524
11717,salty snack,4525
11718,frozen vegetables,4525
11719,citrus fruit,4526
11720,cream cheese ,4526
11721,tropical fruit,4527
11722,other vegetables,4527
11723,soda,4528
11724,tropical fruit,4528
11725,domestic eggs,4528
11726,domestic eggs,4528
11727,candy,4529
11728,long life bakery product,4529
11729,whipped/sour cream,4530
11730,curd,4530
11731,brown bread,4531
11732,canned beer,4531
11733,candy,4532
11734,pot plants,4532
11735,herbs,4533
11736,whole milk,4533
11737,frozen dessert,4533
11738,sausage,4534
11739,root vegetables,4534
11740,pip fruit,4535
11741,soda,4535
11742,whole milk,4536
11743,brown bread,4536
11744,margarine,4537
11745,whipped/sour cream,4537
11746,other vegetables,4538
11747,beverages,4538
11748,root vegetables,4539
11749,root vegetables,4539
11750,sausage,4540
11751,soda,4540
11752,bottled beer,4540
11753,yogurt,4540
11754,tropical fruit,4541
11755,pastry,4541
11756,other vegetables,4542
11757,shopping bags,4542
11758,soda,4543
11759,pork,4543
11760,beef,4544
11761,yogurt,4544
11762,pork,4545
11763,rolls/buns,4545
11764,yogurt,4546
11765,dental care,4546
11766,grapes,4547
11767,chewing gum,4547
11768,curd cheese,4547
11769,berries,4548
11770,other vegetables,4548
11771,butter,4548
11772,newspapers,4548
11773,cling film/bags,4549
11774,canned vegetables,4549
11775,whole milk,4550
11776,sausage,4550
11777,pork,4550
11778,coffee,4550
11779,sugar,4551
11780,seasonal products,4551
11781,berries,4552
11782,whole milk,4552
11783,bottled water,4553
11784,hard cheese,4553
11785,pork,4554
11786,rolls/buns,4554
11787,brown bread,4554
11788,yogurt,4554
11789,rolls/buns,4555
11790,waffles,4555
11791,sausage,4556
11792,bottled water,4556
11793,sliced cheese,4557
11794,whole milk,4557
11795,hamburger meat,4558
11796,yogurt,4558
11797,berries,4559
11798,whole milk,4559
11799,other vegetables,4560
11800,sliced cheese,4560
11801,canned vegetables,4560
11802,curd,4561
11803,pork,4561
11804,other vegetables,4562
11805,herbs,4562
11806,semi/finished bread,4563
11807,whole milk,4563
11808,mustard,4563
11809,yogurt,4564
11810,hygiene articles,4564
11811,sugar,4565
11812,shopping bags,4565
11813,pip fruit,4566
11814,rolls/buns,4566
11815,whipped/sour cream,4567
11816,whipped/sour cream,4567
11817,cream cheese ,4568
11818,rolls/buns,4568
11819,sausage,4569
11820,misc. beverages,4569
11821,fruit/vegetable juice,4570
11822,pastry,4570
11823,other vegetables,4571
11824,soda,4571
11825,root vegetables,4571
11826,flower soil/fertilizer,4571
11827,meat,4571
11828,shopping bags,4571
11829,soda,4571
11830,processed cheese,4571
11831,chocolate,4572
11832,root vegetables,4572
11833,pet care,4573
11834,long life bakery product,4573
11835,meat,4574
11836,bottled water,4574
11837,soda,4574
11838,processed cheese,4575
11839,instant coffee,4575
11840,sausage,4576
11841,soda,4576
11842,cooking chocolate,4576
11843,roll products ,4576
11844,sausage,4577
11845,tropical fruit,4577
11846,sausage,4577
11847,frankfurter,4577
11848,cream cheese ,4577
11849,other vegetables,4577
11850,hard cheese,4577
11851,chocolate,4577
11852,flour,4577
11853,citrus fruit,4578
11854,cake bar,4578
11855,bottled water,4579
11856,whipped/sour cream,4579
11857,berries,4580
11858,margarine,4580
11859,frankfurter,4581
11860,soda,4581
11861,napkins,4581
11862,pastry,4582
11863,seasonal products,4582
11864,butter,4582
11865,bottled beer,4582
11866,tropical fruit,4583
11867,berries,4583
11868,beef,4584
11869,flour,4584
11870,bottled water,4585
11871,whole milk,4585
11872,bottled beer,4586
11873,whole milk,4586
11874,citrus fruit,4586
11875,other vegetables,4586
11876,soft cheese,4586
11877,root vegetables,4587
11878,specialty chocolate,4587
11879,whisky,4587
11880,domestic eggs,4588
11881,dessert,4588
11882,whole milk,4589
11883,bottled beer,4589
11884,tropical fruit,4590
11885,other vegetables,4590
11886,domestic eggs,4590
11887,yogurt,4591
11888,chocolate,4591
11889,frozen fish,4592
11890,pastry,4592
11891,newspapers,4593
11892,pastry,4593
11893,citrus fruit,4594
11894,beverages,4594
11895,pork,4595
11896,whole milk,4595
11897,waffles,4595
11898,whole milk,4595
11899,sugar,4595
11900,frankfurter,4596
11901,liquor (appetizer),4596
11902,red/blush wine,4596
11903,sausage,4597
11904,root vegetables,4597
11905,canned beer,4598
11906,sausage,4598
11907,pork,4598
11908,whipped/sour cream,4598
11909,margarine,4598
11910,pickled vegetables,4598
11911,pastry,4598
11912,dish cleaner,4599
11913,grapes,4599
11914,ketchup,4599
11915,pip fruit,4600
11916,root vegetables,4600
11917,frozen vegetables,4601
11918,canned beer,4601
11919,citrus fruit,4602
11920,processed cheese,4602
11921,meat,4603
11922,whole milk,4603
11923,soda,4604
11924,ham,4604
11925,bottled beer,4605
11926,soda,4605
11927,candy,4605
11928,fruit/vegetable juice,4606
11929,meat,4606
11930,whole milk,4606
11931,root vegetables,4606
11932,frozen meals,4606
11933,shopping bags,4607
11934,shopping bags,4607
11935,citrus fruit,4608
11936,rolls/buns,4608
11937,brandy,4608
11938,candy,4608
11939,bottled water,4609
11940,Instant food products,4609
11941,coffee,4610
11942,margarine,4610
11943,chicken,4611
11944,margarine,4611
11945,flower (seeds),4612
11946,sliced cheese,4612
11947,soups,4612
11948,curd,4613
11949,whole milk,4613
11950,pastry,4613
11951,sausage,4614
11952,butter,4614
11953,yogurt,4614
11954,yogurt,4614
11955,curd,4615
11956,misc. beverages,4615
11957,cream cheese ,4616
11958,sausage,4616
11959,whole milk,4616
11960,pip fruit,4616
11961,curd,4617
11962,yogurt,4617
11963,sausage,4618
11964,whole milk,4618
11965,popcorn,4618
11966,fruit/vegetable juice,4618
11967,canned fruit,4618
11968,whole milk,4618
11969,soda,4618
11970,domestic eggs,4619
11971,other vegetables,4619
11972,soda,4619
11973,pastry,4620
11974,shopping bags,4620
11975,sugar,4620
11976,chicken,4621
11977,white bread,4621
11978,sausage,4622
11979,frozen vegetables,4622
11980,citrus fruit,4623
11981,canned beer,4623
11982,pip fruit,4624
11983,chocolate,4624
11984,brown bread,4624
11985,pet care,4625
11986,photo/film,4625
11987,root vegetables,4626
11988,frozen vegetables,4626
11989,rolls/buns,4626
11990,ham,4627
11991,frozen meals,4627
11992,butter,4628
11993,brown bread,4628
11994,frozen vegetables,4629
11995,butter,4629
11996,chicken,4630
11997,shopping bags,4630
11998,rolls/buns,4631
11999,whole milk,4631
12000,butter,4631
12001,frozen vegetables,4631
12002,yogurt,4632
12003,napkins,4632
12004,rolls/buns,4632
12005,liquor (appetizer),4632
12006,meat,4633
12007,tropical fruit,4633
12008,yogurt,4633
12009,candles,4633
12010,meat,4634
12011,frozen potato products,4634
12012,grapes,4635
12013,rolls/buns,4635
12014,herbs,4636
12015,soda,4636
12016,beef,4637
12017,rolls/buns,4637
12018,citrus fruit,4638
12019,whole milk,4638
12020,finished products,4639
12021,canned fish,4639
12022,coffee,4640
12023,misc. beverages,4640
12024,soda,4641
12025,yogurt,4641
12026,sliced cheese,4641
12027,other vegetables,4642
12028,citrus fruit,4642
12029,semi/finished bread,4642
12030,softener,4642
12031,canned beer,4643
12032,yogurt,4643
12033,sausage,4644
12034,whole milk,4644
12035,fish,4645
12036,canned beer,4645
12037,turkey,4646
12038,shopping bags,4646
12039,bottled beer,4647
12040,soda,4647
12041,newspapers,4647
12042,beef,4648
12043,berries,4648
12044,fruit/vegetable juice,4649
12045,chocolate,4649
12046,cat food,4649
12047,coffee,4649
12048,salt,4650
12049,domestic eggs,4650
12050,citrus fruit,4651
12051,other vegetables,4651
12052,fruit/vegetable juice,4651
12053,specialty bar,4651
12054,canned beer,4651
12055,rolls/buns,4652
12056,newspapers,4652
12057,tropical fruit,4653
12058,bottled water,4653
12059,long life bakery product,4654
12060,bottled water,4654
12061,chicken,4655
12062,citrus fruit,4655
12063,other vegetables,4655
12064,margarine,4655
12065,hard cheese,4655
12066,soft cheese,4655
12067,waffles,4656
12068,whole milk,4656
12069,citrus fruit,4657
12070,other vegetables,4657
12071,pork,4658
12072,whole milk,4658
12073,chicken,4659
12074,cream cheese ,4659
12075,citrus fruit,4659
12076,chicken,4659
12077,pet care,4659
12078,napkins,4659
12079,condensed milk,4659
12080,specialty chocolate,4659
12081,bottled beer,4660
12082,packaged fruit/vegetables,4660
12083,hamburger meat,4661
12084,whole milk,4661
12085,yogurt,4662
12086,canned vegetables,4662
12087,seasonal products,4662
12088,bottled beer,4663
12089,domestic eggs,4663
12090,oil,4664
12091,brown bread,4664
12092,oil,4664
12093,seasonal products,4664
12094,whole milk,4665
12095,chicken,4665
12096,curd,4665
12097,rolls/buns,4665
12098,cereals,4665
12099,bottled water,4665
12100,cream cheese ,4666
12101,canned beer,4666
12102,chewing gum,4666
12103,soda,4667
12104,spices,4667
12105,shopping bags,4667
12106,bottled water,4668
12107,rolls/buns,4668
12108,root vegetables,4669
12109,butter milk,4669
12110,frankfurter,4670
12111,white bread,4670
12112,whipped/sour cream,4671
12113,newspapers,4671
12114,packaged fruit/vegetables,4672
12115,house keeping products,4672
12116,frankfurter,4673
12117,pork,4673
12118,butter,4674
12119,whole milk,4674
12120,light bulbs,4675
12121,frozen vegetables,4675
12122,mustard,4675
12123,napkins,4675
12124,tropical fruit,4676
12125,cookware,4676
12126,whole milk,4676
12127,oil,4676
12128,curd,4677
12129,pastry,4677
12130,pip fruit,4678
12131,cake bar,4678
12132,dessert,4679
12133,pot plants,4679
12134,frankfurter,4680
12135,packaged fruit/vegetables,4680
12136,beef,4681
12137,frozen vegetables,4681
12138,female sanitary products,4682
12139,curd,4682
12140,pastry,4683
12141,whipped/sour cream,4683
12142,domestic eggs,4683
12143,pastry,4684
12144,butter,4684
12145,herbs,4685
12146,whole milk,4685
12147,pork,4686
12148,pip fruit,4686
12149,soda,4687
12150,yogurt,4687
12151,hamburger meat,4688
12152,pasta,4688
12153,yogurt,4689
12154,frozen meals,4689
12155,soda,4690
12156,soda,4690
12157,seasonal products,4691
12158,butter,4691
12159,ice cream,4691
12160,processed cheese,4692
12161,roll products ,4692
12162,frankfurter,4693
12163,domestic eggs,4693
12164,candy,4694
12165,soda,4694
12166,candy,4694
12167,bottled water,4695
12168,chocolate,4695
12169,frankfurter,4696
12170,soda,4696
12171,sausage,4697
12172,domestic eggs,4697
12173,mayonnaise,4697
12174,soda,4697
12175,frankfurter,4698
12176,root vegetables,4698
12177,whole milk,4699
12178,onions,4699
12179,sausage,4700
12180,packaged fruit/vegetables,4700
12181,tropical fruit,4701
12182,oil,4701
12183,citrus fruit,4702
12184,brown bread,4702
12185,sausage,4703
12186,packaged fruit/vegetables,4703
12187,misc. beverages,4703
12188,domestic eggs,4704
12189,newspapers,4704
12190,whole milk,4705
12191,waffles,4705
12192,tropical fruit,4706
12193,other vegetables,4706
12194,hygiene articles,4706
12195,brandy,4706
12196,soups,4707
12197,bottled water,4707
12198,frankfurter,4708
12199,tropical fruit,4708
12200,sparkling wine,4709
12201,tropical fruit,4709
12202,other vegetables,4710
12203,coffee,4710
12204,rolls/buns,4710
12205,bottled beer,4711
12206,canned beer,4711
12207,dish cleaner,4711
12208,frankfurter,4712
12209,chicken,4712
12210,white bread,4712
12211,whipped/sour cream,4712
12212,specialty fat,4712
12213,soft cheese,4712
12214,whole milk,4713
12215,waffles,4713
12216,soft cheese,4713
12217,domestic eggs,4713
12218,dish cleaner,4713
12219,bathroom cleaner,4713
12220,other vegetables,4714
12221,chewing gum,4714
12222,other vegetables,4715
12223,brown bread,4715
12224,whipped/sour cream,4715
12225,other vegetables,4716
12226,grapes,4716
12227,yogurt,4716
12228,butter milk,4716
12229,candy,4716
12230,soft cheese,4716
12231,other vegetables,4717
12232,instant coffee,4717
12233,instant coffee,4717
12234,hygiene articles,4717
12235,meat,4718
12236,oil,4718
12237,whole milk,4719
12238,long life bakery product,4719
12239,semi/finished bread,4720
12240,brown bread,4720
12241,frankfurter,4721
12242,oil,4721
12243,other vegetables,4721
12244,beef,4722
12245,frozen vegetables,4722
12246,hamburger meat,4723
12247,sliced cheese,4723
12248,berries,4724
12249,rolls/buns,4724
12250,sliced cheese,4725
12251,bottled water,4725
12252,sausage,4726
12253,whole milk,4726
12254,misc. beverages,4726
12255,specialty bar,4726
12256,soda,4726
12257,tropical fruit,4727
12258,dish cleaner,4727
12259,bottled water,4727
12260,whole milk,4728
12261,pastry,4728
12262,seasonal products,4728
12263,berries,4728
12264,long life bakery product,4728
12265,yogurt,4728
12266,coffee,4728
12267,whole milk,4729
12268,hygiene articles,4729
12269,tropical fruit,4730
12270,domestic eggs,4730
12271,berries,4731
12272,soda,4731
12273,fruit/vegetable juice,4731
12274,root vegetables,4732
12275,processed cheese,4732
12276,yogurt,4732
12277,root vegetables,4733
12278,pickled vegetables,4733
12279,rolls/buns,4734
12280,mayonnaise,4734
12281,other vegetables,4735
12282,whole milk,4735
12283,rolls/buns,4735
12284,other vegetables,4735
12285,bottled water,4735
12286,whole milk,4735
12287,yogurt,4735
12288,other vegetables,4735
12289,frankfurter,4736
12290,whole milk,4736
12291,instant coffee,4736
12292,bottled water,4736
12293,chicken,4737
12294,coffee,4737
12295,dog food,4738
12296,white bread,4738
12297,whole milk,4739
12298,root vegetables,4739
12299,soft cheese,4740
12300,coffee,4740
12301,sausage,4741
12302,newspapers,4741
12303,frozen dessert,4742
12304,yogurt,4742
12305,whole milk,4743
12306,napkins,4743
12307,frankfurter,4744
12308,whole milk,4744
12309,zwieback,4745
12310,frozen vegetables,4745
12311,rolls/buns,4746
12312,whole milk,4746
12313,yogurt,4747
12314,salty snack,4747
12315,misc. beverages,4748
12316,waffles,4748
12317,bottled beer,4748
12318,bottled water,4749
12319,rolls/buns,4749
12320,tropical fruit,4750
12321,whipped/sour cream,4750
12322,tropical fruit,4751
12323,other vegetables,4751
12324,whole milk,4752
12325,soda,4752
12326,sausage,4753
12327,bottled beer,4753
12328,hamburger meat,4754
12329,root vegetables,4754
12330,chewing gum,4755
12331,soft cheese,4755
12332,chicken,4756
12333,curd,4756
12334,beef,4757
12335,other vegetables,4757
12336,citrus fruit,4758
12337,rolls/buns,4758
12338,shopping bags,4759
12339,yogurt,4759
12340,pork,4760
12341,pastry,4760
12342,rolls/buns,4760
12343,yogurt,4761
12344,pet care,4761
12345,pork,4762
12346,shopping bags,4762
12347,soda,4763
12348,pork,4763
12349,whipped/sour cream,4764
12350,whipped/sour cream,4764
12351,fruit/vegetable juice,4764
12352,tropical fruit,4765
12353,yogurt,4765
12354,other vegetables,4766
12355,sugar,4766
12356,soda,4767
12357,shopping bags,4767
12358,canned beer,4767
12359,curd,4768
12360,red/blush wine,4768
12361,soda,4769
12362,rolls/buns,4769
12363,shopping bags,4770
12364,coffee,4770
12365,whipped/sour cream,4771
12366,hygiene articles,4771
12367,long life bakery product,4772
12368,curd,4772
12369,pot plants,4772
12370,soda,4772
12371,processed cheese,4773
12372,salty snack,4773
12373,bottled water,4774
12374,coffee,4774
12375,candles,4775
12376,soda,4775
12377,tropical fruit,4776
12378,organic products,4776
12379,beef,4777
12380,instant coffee,4777
12381,citrus fruit,4778
12382,margarine,4778
12383,white wine,4778
12384,root vegetables,4779
12385,frozen meals,4779
12386,shopping bags,4779
12387,margarine,4779
12388,citrus fruit,4780
12389,white bread,4780
12390,pastry,4780
12391,tropical fruit,4781
12392,fruit/vegetable juice,4781
12393,frankfurter,4782
12394,ice cream,4782
12395,pork,4783
12396,pork,4783
12397,frankfurter,4783
12398,frozen fish,4783
12399,waffles,4783
12400,napkins,4783
12401,rolls/buns,4783
12402,bottled water,4784
12403,frozen potato products,4784
12404,pastry,4785
12405,UHT/milk,4785
12406,canned beer,4786
12407,tropical fruit,4786
12408,citrus fruit,4787
12409,other vegetables,4787
12410,canned beer,4788
12411,napkins,4788
12412,ham,4789
12413,whole milk,4789
12414,flour,4790
12415,UHT/milk,4790
12416,UHT/milk,4791
12417,tropical fruit,4791
12418,yogurt,4792
12419,rolls/buns,4792
12420,frozen meals,4793
12421,chocolate,4793
12422,whole milk,4794
12423,sliced cheese,4794
12424,other vegetables,4795
12425,fruit/vegetable juice,4795
12426,frozen dessert,4796
12427,herbs,4796
12428,brown bread,4796
12429,coffee,4797
12430,sausage,4797
12431,shopping bags,4797
12432,specialty bar,4797
12433,red/blush wine,4797
12434,chicken,4798
12435,rolls/buns,4798
12436,berries,4799
12437,shopping bags,4799
12438,red/blush wine,4799
12439,UHT/milk,4800
12440,beverages,4800
12441,bottled water,4801
12442,tropical fruit,4801
12443,brown bread,4802
